text,text_cleaned,length,true_label,true_name,lr_pred,bilstm_pred,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate
90tr dân Việt Nam đang vả nhung nè,90 tr dân việt_nam đang_vả nhung nè,7,2,HATE,0,0,0,0.6819,0.6819,0.0161,0.302
Người dân biểu tình phản đối thằng ăn cướp bị bọn mày bắt bớ đánh đập thì tụi mày là cái gì,người_dân biểu_tình phản_đối thằng ăn cướp bị bọn mày bắt_bớ đánh_đập thì tụi mày là cái gì,17,0,CLEAN,2,2,2,0.9815,0.0145,0.004,0.9815
share bài này là lũ ban cắn chết nên thôi :))),share bài này là lũ ban cắn chết nên thôi,10,0,CLEAN,2,2,2,0.9248,0.053,0.0222,0.9248
"Hết phù sa là vựa lúa sụp đổ, hết cả xuất khẩu gạo; chết đói cả lũ. 3 năm trước kêu mua vàng trên 300Tr phải xuất trình CMND, giờ biết cả việc dân đang ""giấu"" 500T vàng.",hết phù_sa là vựa_lúa sụp_đổ hết cả xuất_khẩu gạo chết_đói cả lũ 3 năm trước kêu mua vàng trên 300 tr phải xuất_trình cmnd giờ biết cả việc dân đang giấu 500 t vàng,34,0,CLEAN,2,2,2,0.6979,0.0162,0.2859,0.6979
"Lí do lí trấu, chắc tin😏:)))",lí_do lí_trấu chắc tin,4,1,OFFENSIVE,0,0,0,0.996,0.996,0.0023,0.0017
Và thằng ko có 500 triệu đang viết stt bôi xấu thằng có 500 triệu,và thằng không có 500 triệu đang viết stt bôi xấu thằng có 500 triệu,15,0,CLEAN,1,2,2,0.7306,0.2553,0.0141,0.7306
Lắm tiền mà chả có nổi ý thức của loài người :)),lắm tiền mà chả có nổi ý_thức của loài_người,9,1,OFFENSIVE,2,2,2,0.4943,0.0214,0.4843,0.4943
K đáng bao nhiêu mà nhục cho sinh viên Việt Nam bị nó khinh!,không đáng bao_nhiêu mà nhục cho sinh_viên việt_nam bị nó khinh,11,0,CLEAN,2,1,2,0.7988,0.1598,0.0414,0.7988
Đr chỗ thì gọi Li quăng chỗ thì gọi là cái giường có chỗ thì gọi dạc mà chuyện đó bình thường mà,đr chỗ thì gọi li_quăng chỗ thì gọi_là cái giường có chỗ thì gọi dạc mà chuyện đó bình_thường mà,20,0,CLEAN,1,2,1,0.9826,0.0125,0.9826,0.0049
Bắn chet moe abe h,bắn chet moe abe giờ,5,2,HATE,0,0,0,0.9733,0.9733,0.0217,0.005
"Có ai tự nhiên lên phường , rồi đi tự tử trên ấy không ? Giờ thằng nào con nào , muốn tự tự thì cứ việc lên phường cho nó gọn . Đỡ bị mất tài sản , với lại người nhà cũng dễ tìm nhá . chứ đừng có ra cầu rồi nhảy nghe hôn .",có ai tự_nhiên lên phường rồi đi tự_tử trên ấy không giờ thằng nào con nào muốn tự tự thì cứ_việc lên phường cho nó gọn_đỡ bị mất tài_sản với_lại người_nhà cũng dễ tìm nhá chứ đừng có ra cầu rồi nhảy nghe hôn,44,1,OFFENSIVE,0,2,0,0.9912,0.9912,0.0051,0.0037
"Đậu Văn Cường nhìn như thằng nghiện, ghê bỏ mẹ ra",đậu văn_cường nhìn như thằng nghiện ghê bỏ mẹ ra,10,0,CLEAN,1,1,2,0.9828,0.0117,0.0054,0.9828
Kg Phan dong may' chui vao trong nay lam gi ?,không phan_dong_may chui vao trong nay lam_gi,7,1,OFFENSIVE,0,0,2,0.5482,0.1288,0.323,0.5482
cô Ba có râu ha ha,cô ba có râu ha ha,6,2,HATE,0,0,0,0.9956,0.9956,0.0018,0.0026
Túm lại: Muốn giết người mà vẫn vô tội hoặc án gãi ghẻ thì phấn đấu làm cán bộ đi.,túm lại muốn giết người mà vẫn vô_tội hoặc án gãi_ghẻ thì phấn_đấu làm cán_bộ đi,16,2,HATE,1,1,1,0.9545,0.0154,0.9545,0.03
Để được ngồi đợi sự trợ giúp từ Phan Anh thì cũng nhờ có sự trợ giúp của bn cbcs đang vật lộn với nước lũ đưa ng dân vào đât liền đó bạn. Stt của chị này là lên án những người chỉ nhìn thấy sự hào nhoáng mà báo chí tung hô PA k thấy được sự khổ cực của CBCS. Chứ k phải lên án PA nha bạn,để được ngồi đợi sự trợ_giúp từ phan_anh thì cũng nhờ có sự trợ_giúp của bao_nhiêu cbcs đang vật_lộn với nước lũ đưa ng dân vào đât liền đó bạn stt của chị này là lên_án những người chỉ nhìn thấy sự hào_nhoáng mà báo_chí tung hô_pa không thấy được sự khổ_cực của cbcs chứ không phải lên_án pa nha bạn,61,0,CLEAN,2,2,2,0.9668,0.0291,0.0041,0.9668
Phát Thịnh thầy tui như thằng xì ke.,phát thịnh thầy tui như thằng xì ke,8,2,HATE,0,0,0,0.9625,0.9625,0.0041,0.0334
"Nam Đặng đời nó là thế ,lồn mẹ dell thấy có cái lồn gì là vui cả",nam đặng_đời nó là thế lồn mẹ dell thấy có cái lồn gì là vui cả,16,1,OFFENSIVE,2,2,2,0.9881,0.0051,0.0068,0.9881
Mình nói người ta bê đê mình xem lai mình đi . Mày la cũng loai bê đê co cây đinh chính giữ la may kkkk,mình nói người ta bê đê mình xem lai mình đi mày_la cũng loai_bê đê co cây đinh chính_giữ la_may không,21,2,HATE,0,0,0,0.9598,0.9598,0.0266,0.0136
Đã nói bao lần rồi các anh các chị có tiền đi du lịch vẫn đ** hiểu à😒,đã nói bao lần rồi các anh các chị có tiền đi du_lịch vẫn đ hiểu à,17,2,HATE,0,1,0,0.9867,0.9867,0.0099,0.0034
Abe chơi dơ,abe chơi dơ,3,0,CLEAN,2,1,2,0.9687,0.0249,0.0064,0.9687
"Mikhai chốp còn biết nhảu khỏi tàu đắm,chứ bọn này đéo nhẩy đâu,ảo thuật gia và phim ở hollywood phải gọi bằng ""Cụ""🤣",mikhai chốp còn biết nhảu khỏi tàu đắm chứ bọn này đéo nhẩy đâu ảo_thuật_gia và phim ở hollywood phải gọi bằng cụ,23,1,OFFENSIVE,2,2,2,0.9768,0.0179,0.0053,0.9768
"doanh nghiệp nó sai thì nó bị phạt, còn thằng này thích tống tiền doanh nghiệp thì nó cũng đéo đúng đâu mà gào mồm ăn vạ :)) tưởng ăn đc tiền của ngkhác dễ à",doanh_nghiệp nó sai thì nó bị phạt còn thằng này thích tống_tiền doanh_nghiệp thì nó cũng đéo đúng đâu mà gào mồm ăn_vạ tưởng ăn được tiền của ngkhác dễ à,31,1,OFFENSIVE,2,2,2,0.9803,0.0119,0.0078,0.9803
Trần dần là cộngg sản nằm vùng bên cali😂,trần dần là cộngg_sản nằm vùng bên cali,8,2,HATE,0,0,0,0.7715,0.7715,0.0163,0.2122
Ơ tưởng thầy chơi gay 😢,ơ_tưởng thầy chơi gay,4,0,CLEAN,2,2,2,0.9895,0.0063,0.0042,0.9895
Văn Trường 😒 dịch: không làm mà đòi có ăn thì chỉ có ăn cứt 😌,văn_trường dịch không làm mà đòi có ăn thì chỉ có ăn cứt,13,0,CLEAN,2,1,2,0.9608,0.026,0.0132,0.9608
Lủ chó,lủ chó,2,2,HATE,1,1,1,0.973,0.0023,0.973,0.0247
Tiên tri Trần Dần về  Việt Nam ở nghĩa trang bình an,tiên_tri trần dần về việt_nam ở nghĩa_trang bình_an,8,2,HATE,0,0,0,0.996,0.996,0.0014,0.0026
Hoàng Văn Thuận nên xử bắn hed,hoàng văn_thuận nên xử bắn hed,6,1,OFFENSIVE,0,0,0,0.9897,0.9897,0.0025,0.0078
Khi buồn mình chơi lớn đi nghĩa vụ và giờ muốn ra cx éo đc,khi buồn mình chơi lớn đi nghĩa_vụ và giờ muốn ra cũng éo được,14,1,OFFENSIVE,0,0,0,0.9715,0.9715,0.0251,0.0035
Quê tao mà giơ cánh hoa ntn ra đường là đéo còn đường về quê mẹ,quê tao mà giơ cánh hoa như_thế_nào ra đường là đéo còn đường về quê mẹ,16,0,CLEAN,1,1,1,0.9601,0.0357,0.9601,0.0041
Lê Hoàng Trần :V vãi cả lý luận và đổ thừa !VN ta có đảng quang vinh lãnh đạo mà ko khắc phục được mấy cái cỏn con vậy à ?,lê_hoàng_trần vậy vãi cả lý_luận và đổ thừa vn ta có đảng_quang_vinh lãnh_đạo mà không khắc_phục được mấy cái cỏn_con vậy à,22,0,CLEAN,2,2,2,0.9873,0.0087,0.004,0.9873
Chết mất :))),chết mất,2,0,CLEAN,1,1,1,0.9888,0.0066,0.9888,0.0047
"ông có tuổi rùi! cố giữ gìn sức khỏe, thỉnh thoảng tấu hài bà con coi là zui rùi! mà giác ngộ vầy là tốt rùi, chứ nhìu ông già 3/// cố chấp lắm",ông có_tuổi rồi cố giữ_gìn sức_khỏe thỉnh_thoảng tấu hài bà_con coi là zui rồi mà giác_ngộ_vầy là tốt rồi chứ nhiều ông_già 3 cố_chấp lắm,25,2,HATE,0,0,0,0.9786,0.9786,0.0025,0.0189
"Hà Nguyễn Khánh Duy Gái Nhật đi tàu đi ngầm nó ngứa mu quá, lấy tay móc gãi tỉnh queo. Nhìn ghê lắm kìa",hà nguyễn_khánh_duy_gái nhật đi tàu đi ngầm nó ngứa_mu quá lấy tay móc gãi tỉnh_queo nhìn ghê lắm kìa,19,2,HATE,0,0,1,0.9499,0.0409,0.9499,0.0092
"Tìm chó thất lạc đặc điểm""cực kì thuyết phục""",tìm chó thất_lạc đặc_điểm cực_kì thuyết_phục,6,1,OFFENSIVE,0,0,0,0.9967,0.9967,0.0016,0.0018
Con trai làm trưởng phòng kế toán nữa thì quả là một dân tộc Hạnh Fúck,con trai làm trưởng phòng kế_toán nữa thì quả là một dân_tộc hạnh fúck,14,1,OFFENSIVE,0,0,0,0.885,0.885,0.0743,0.0407
"Trên đời này mấy thằng to xác thường được tạo hóa ban cho tính bắt nạt, chỉ một cách duy nhất trị được chúng nó là phải tỏ ra mặt mình không sợ chúng nó, sẵn sàng đập lại đến chết. Ngay cả Mỹ thời gian trước bị Thổ Nhĩ Kỳ bắn hạ drone quân sự, tụi chín",trên đời này mấy thằng to xác thường được tạo hóa_ban cho tính bắt_nạt chỉ một_cách duy_nhất trị được chúng_nó là phải tỏ ra_mặt mình không sợ chúng_nó sẵn_sàng đập lại đến chết ngay cả mỹ thời_gian trước bị thổ_nhĩ kỳ_bắn hạ_drone quân_sự tụi chín,45,0,CLEAN,2,2,2,0.9895,0.0069,0.0036,0.9895
Quá đáng vl anh ơi ngồi nấu mì ăn xem review thịt trâu:((,quá đáng vãi anh ơi ngồi nấu mì ăn xem review thịt trâu,13,1,OFFENSIVE,0,0,0,0.9964,0.9964,0.0017,0.0019
Tsb 💩,tsb,1,1,OFFENSIVE,0,0,0,0.9951,0.9951,0.0028,0.0022
Những kẻ cướp ngày đang bênh vực tên trộm đêm :),những kẻ_cướp ngày đang bênh_vực tên trộm đêm,8,1,OFFENSIVE,0,0,0,0.9862,0.9862,0.0062,0.0076
"Con này nó rảnh, nói gì kệ nó",con này nó rảnh nói gì kệ nó,8,0,CLEAN,2,2,2,0.9891,0.007,0.0039,0.9891
THƯA NHÀ TIÊN TRI CHO BIẾT KHI NÀO VIỆT NAM SẼ XÓA SỔ TRUNG QUỐC VẬY?,thưa nhà tiên_tri cho biết khi nào việt_nam sẽ xóa sổ trung_quốc vậy,13,2,HATE,0,0,0,0.9877,0.9877,0.0026,0.0097
"Tiếp theo sẽ là sự phân hóa trong nội bộ lãnh đạo Bắc Kinh. Bộ mặt thật của tình ""đồng chí"" lộ diện !",tiếp_theo sẽ là sự phân_hóa trong nội_bộ lãnh_đạo bắc kinh_bộ_mặt thật của tình đồng_chí lộ_diện,15,0,CLEAN,2,2,2,0.9883,0.0082,0.0035,0.9883
"Con này nếu một ngày thằng Đài Loan nó đuổi, thì nó đi đâu",con này nếu một ngày thằng đài loan nó đuổi thì nó đi đâu,14,0,CLEAN,2,2,2,0.9856,0.0107,0.0036,0.9856
Thời nay có những người mãi mãi chọc người có vấn đề thần kinh để làm gì ÁC ĐỨC LẮM bỏ đi người ta có chồng có con thơ dại không có đi lừa gạt cướp bóc ???,thơ i nay co như ng ngươ i ma i ma i cho c ngươ i co_vâ n đê thâ n kinh đê la_mày gi anh c đư c lă mày bo đi ngươ i ta co_chô ng_co con_thơ da i không co đi_lư anh ga tao cươ p bo c,51,0,CLEAN,2,2,2,0.9609,0.034,0.0052,0.9609
"Một câu chuyện cổ tích rất hay được sáng tác bởi công an Việt Nam. Giỏi lắm các chiến sĩ vì nước quên dân, vì thân phục vụ.",một câu_chuyện cổ_tích rất hay được sáng_tác bởi công_an việt_nam giỏi lắm các chiến_sĩ vì nước quên dân vì thân phục_vụ,21,2,HATE,0,0,0,0.9911,0.9911,0.0021,0.0069
thằng viết bài thật là cứng,thằng viết bài thật là cứng,6,0,CLEAN,2,2,2,0.7879,0.2013,0.0108,0.7879
Lol này cây vô đầu nó mới sợ :),lol này cây vô_đầu nó mới sợ,7,0,CLEAN,2,2,2,0.9906,0.005,0.0044,0.9906
Sao giờ nhiều chương trình nhố nhăng thế khg biết,sao giờ nhiều chương_trình nhố nhăng_thế không biết,8,2,HATE,0,0,0,0.9964,0.9964,0.0019,0.0017
Điên qf :,điên qf,2,0,CLEAN,1,2,1,0.8584,0.046,0.8584,0.0956
"Nền giáo dục phương tây đã dạy gì cho những \""ai kia\""☹️. Nghĩ nó chán, sang chảnh mà ý thức l0l😑",nê n gia_o du_c phương tây đa da y_gi cho như ng ai kia nghi_no cha_n sang cha nh ma y_thư c l0l,23,1,OFFENSIVE,0,0,2,0.9398,0.0443,0.0159,0.9398
Toang thực sự 😐,toang thực_sự,2,1,OFFENSIVE,0,0,0,0.9917,0.9917,0.0059,0.0024
khôn thế thầy lòn :)),khôn_thế thầy lòn,3,0,CLEAN,2,2,2,0.9902,0.006,0.0038,0.9902
Công nghệ xây cầu mới của đảng và nhà nước ta đấy! Thế giới chưa nước nào có đâu,công_nghệ xây cầu mới của đảng và nhà_nước ta đấy thế_giới chưa nước nào có đâu,16,1,OFFENSIVE,2,2,0,0.9804,0.9804,0.0057,0.0139
Huyền Vy dẹp mẹ đi,huyền vy dẹp mẹ đi,5,2,HATE,0,1,1,0.6564,0.3221,0.6564,0.0214
vào phòng kín cho đấm lại là huề :v chứ rùm ben kiểu này xấu mặt nội bộ hết :v,vào phòng kín cho đấm lại là huề vậy chứ rùm ben kiểu này xấu mặt nội_bộ hết vậy,19,0,CLEAN,1,1,1,0.9853,0.01,0.9853,0.0047
Con số 34 cũng làm lan rộng ra,con_số 34 cũng làm lan rộng ra,7,2,HATE,0,0,0,0.995,0.995,0.0023,0.0028
"Tâm Tâm nó nói gì chẳng đc thực hư thế nào chả ai biết.nếu bạn cố tình đi lây lan bạn có chịu khai thật với chính quyền là:\""ờ t bị bệnh t thích đi hiến đấy. Bạn dám nói thế thì mình chịu sai.",tâm_tâm nó nói gì chẳng được thực_hư thế_nào chả ai biết nếu bạn cố_tình đi lây_lan bạn có chịu khai thật với chính_quyền là ờ tao bị bệnh tao thích đi hiến đấy bạn dám nói thế thì mình chịu sai,41,0,CLEAN,2,2,2,0.972,0.023,0.0049,0.972
đến lúc nó chet lại sợ dai ra quần :((,đến lúc nó chet lại sợ dai ra quần,9,0,CLEAN,1,1,1,0.9533,0.0422,0.9533,0.0045
Ng Tuấn Châu uầy gắt vđ,ng tuấn châu_uầy gắt vđ,5,1,OFFENSIVE,0,0,0,0.9941,0.9941,0.0028,0.0031
được vl anh độ ạ😂,được vãi anh độ ạ,5,1,OFFENSIVE,0,0,0,0.9961,0.9961,0.002,0.0018
Xem bực mình thêm,xem bực_mình thêm,3,1,OFFENSIVE,0,0,0,0.9693,0.9693,0.0282,0.0025
Phan Linh đb ct có lm j đâu ? Mà ss chán,phan_linh_đb ct có lm gì đâu mà ss chán,9,1,OFFENSIVE,0,0,2,0.951,0.0339,0.0151,0.951
Nguyễn Yến Nhi đang tính cmt luôn. :)))) Coi xong kiểu WTF?? T đã coi clg thế :)))),nguyễn yến_nhi đang tính comment luôn coi xong kiểu wtf tao đã coi clg thế,15,2,HATE,0,0,0,0.9925,0.9925,0.0056,0.0018
Bạn Ba còn gạ bạn Thơ vô to lét nữa :))),bạn ba còn gạ bạn thơ vô to_lét nữa,9,0,CLEAN,1,2,1,0.9822,0.0123,0.9822,0.0055
"Dkm phat ,noi nhu c",dkm phat noi nhu_c,4,2,HATE,1,1,1,0.9923,0.003,0.9923,0.0047
Giống abe vailon,giống abe vailon,3,0,CLEAN,1,1,1,0.991,0.0032,0.991,0.0058
phe khoang qua ma oi,phe khoang qua ma oi,5,0,CLEAN,2,2,2,0.9792,0.0152,0.0056,0.9792
Đụ Má...... Con bede sấu nhất quả đất,đụ má con bede_sấu nhất quả đất,7,2,HATE,1,1,1,0.539,0.0361,0.539,0.4249
Xứ tư bản của ba que,xứ tư_bản của ba que,5,0,CLEAN,2,2,2,0.9845,0.0111,0.0044,0.9845
Việc đéo j cũng đến tay tao kể cả việc lái xe cho ông già,việc đéo gì cũng đến tay tao kể_cả việc lái_xe cho ông_già,12,0,CLEAN,1,1,1,0.9852,0.0115,0.9852,0.0033
Thầy em là phải hơn. Nhưng ngu hơn ă🤧,thầy em là phải hơn nhưng ngu hơn ă,9,0,CLEAN,2,2,2,0.9875,0.0088,0.0037,0.9875
Sân bay chưa xây mà cao tốc kẹt như cơm bữa! Đường khẩn cấp mà chạy chiếm hết ý thức!,sân_bay chưa xây mà cao_tô c_kẹt như cơm bư anh đươ ng khẩn_câ p mà chạy chiê_mày hê tao ý thư c,22,1,OFFENSIVE,0,0,2,0.691,0.2935,0.0155,0.691
MinhHieu đại chó nó dao làm người đừng làm chỗ chỗ,minhhieu đại chó nó dao làm người đừng làm chỗ chỗ,11,0,CLEAN,1,2,2,0.9908,0.0045,0.0047,0.9908
Đừng đùa ko khéo đem vào giảm dạy như mac lenin thì khối thằng ốm đòn sách này 500k là ít,đừng đùa không_khéo đem vào giảm dạy như mac_lenin thì khối thằng ốm đòn sách này 500 k là ít,20,0,CLEAN,1,2,1,0.9346,0.0073,0.9346,0.0581
"Chửi vô tội vạ mà đéo biết báo từ đời nào rồi,và chỉ phạt các doanh nghiệp mua điện nhưng lại k sử dụng để tránh lãng phí thôi chứ dân dùng bằng nào thu bằng đấy,toàn những con bò",chư i vô_tô i va_ma đe o biê tao ba o tư_đơ i na_o rô i va_chi pha tao ca c doanh_nghiê p mua điê_n nhưng la i không sư du_ng đê_tra nh la ng phi thôi chư dân du_ng bă ng na_o thu bă ng đâ_y toa_n như ng con bo,52,1,OFFENSIVE,2,2,2,0.9892,0.0072,0.0036,0.9892
Da bao dung nghe cs noi !!!,da bao_dung nghe có noi,5,2,HATE,0,0,0,0.9965,0.9965,0.0018,0.0017
"Dạo này bệnh lợn tả châu phi tạm yên !! Bây giờ lại bắt đầu bệnh bò điên hoang tưởng , rối loạn phân liệt ông giáo ạh ! Thế có nguy ko chứ",dạo này bệnh lợn_tả châu_phi tạm yên bây_giờ lại bắt_đầu bệnh bò_điên hoang_tưởng rối_loạn phân_liệt ông giáo_ạh thế có nguy_không chứ,21,1,OFFENSIVE,2,2,2,0.9123,0.0743,0.0134,0.9123
Bớt ảo tưỡng đi,bớt ảo tưỡng đi,4,1,OFFENSIVE,0,0,0,0.9952,0.9952,0.0029,0.0019
"Có cc,t là bẩm sinh r :v",có cc tao là bẩm_sinh rồi vậy,7,0,CLEAN,1,2,1,0.9897,0.0027,0.9897,0.0076
"Nhân loại giờ đây giảm bớt ác mộng rồi, chỉ còn góc châu Á còn ác mộng thôi.",nhân_loại giờ_đây giảm bớt ác_mộng rồi chỉ còn góc châu_á còn ác_mộng thôi,13,2,HATE,0,0,0,0.9899,0.9899,0.0031,0.007
BÓNG ĐÁ- chính là “RẠP XIẾC”.,bóng_đá chính là rạp xiếc,5,1,OFFENSIVE,0,0,0,0.9941,0.9941,0.003,0.0029
Đưa lên kiểu này có khi ngày mai nó cho người ra đập bỏ luôn là hiểu nhé 😭,đưa lên kiểu này có_khi ngày_mai nó cho người ra đập bỏ luôn là hiểu nhé,16,2,HATE,0,0,0,0.9803,0.9803,0.0118,0.0079
Má nó em tức ghê ớ,má nó em tức ghê_ớ,5,0,CLEAN,1,1,1,0.9858,0.0108,0.9858,0.0034
Bịt lol chạy quanh nhà là có thật 🤣🤣,bịt lol chạy quanh nhà là có thật,8,0,CLEAN,1,2,1,0.9924,0.0032,0.9924,0.0044
Đi coppy ảnh của page khác không ghi nguồn. :))) kém chuyên nghiệp,đi coppy_ảnh của page khác không ghi nguồn kém chuyên_nghiệp,10,1,OFFENSIVE,0,0,0,0.9952,0.9952,0.0028,0.002
Mất thằng K cái nhạc dở quoãi,mất thằng không cái nhạc dở_quoãi,6,0,CLEAN,2,2,2,0.9895,0.0048,0.0057,0.9895
nguoi ta co tien lam rang gia.cgu.bon minh tien dau.lam.bactram trieu do bo,nguoi ta co tien_lam rang_gia_cgu bon_minh tien dau_lam bactram_trieu do bo,11,0,CLEAN,2,2,2,0.9323,0.0503,0.0174,0.9323
Kim Phượng thế con ngu ở hà nội p nó cũng nhảy bông nhông khắp nơi đó p,kim phượng thế con ngu ở hà_nội p nó cũng nhảy bông_nhông khắp_nơi đó p,15,1,OFFENSIVE,0,0,0,0.9692,0.9692,0.0055,0.0254
đứng thế lốp nó nổ nó bắn cho cái thì đéo còn bánh mỳ với nước lã mà uống,đứng thế lốp nó nổ nó bắn cho cái thì đéo còn bánh_mỳ với nước_lã mà uống,17,0,CLEAN,1,2,1,0.9874,0.0089,0.9874,0.0037
cho a bu voi,cho anh bu voi,4,1,OFFENSIVE,0,0,0,0.9957,0.9957,0.0015,0.0028
