text,text_cleaned,length,true_label,true_name,lr_pred,bilstm_pred,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate
Đỉ nhân 3.14,đỉ nhân 3 14,4,2,HATE,0,2,0,0.9934,0.9934,0.0028,0.0038
Đeo hiểu hai ngừoi phế nhất team thì sống 😀???,đeo hiểu hai ngừoi phế nhất team thì sống,9,0,CLEAN,0,0,2,0.6069,0.3612,0.0319,0.6069
Trên bờ: tao chửi đấy mày làm đéo gì được tao :v,trên bờ tao chửi đấy mày làm đéo gì được tao vậy,12,1,OFFENSIVE,1,1,0,0.5986,0.5986,0.2954,0.106
@Chiến trần Tao lao.,chiến_trần tao lao,3,1,OFFENSIVE,1,1,0,0.9956,0.9956,0.0019,0.0025
"#Câu trả lời rất đơn giản là người dân ở các nước dân chủ đó quan tâm đến dân quyền và nhân quyền của mình , đơn cử như các cuộc biểu tình và đi bầu cử hệ quận người dân chủ HongKong , mới đây người ta quan tâm chủ nghĩa Tự Do hơn chủ nghĩa Nồi Cơm vì",câu trả_lời rất đơn_giản là người_dân ở các nước dân_chủ đó quan_tâm đến dân_quyền và nhân_quyền của mình đơn_cử như các cuộc biểu_tình và đi bầu_cử hệ quận người_dân_chủ hongkong mới_đây người ta quan_tâm chủ_nghĩa_tự_do hơn chủ_nghĩa_nồi cơm vì,39,0,CLEAN,2,0,2,0.687,0.2895,0.0235,0.687
Gian hồ đài loan đầu sao mà kg lên tiến,gian hồ đài_loan đầu sao mà không lên tiến,9,0,CLEAN,0,0,2,0.9888,0.0078,0.0034,0.9888
"anh Trung đập thẻ , anh Trung phá sản :)))",anh trung_đập thẻ anh trung_phá sản,6,0,CLEAN,0,0,2,0.9595,0.0358,0.0047,0.9595
9. Xác. Thứi từ trinh xương gồi,9 xác thứi từ trinh_xương gồi,6,0,CLEAN,0,0,2,0.8836,0.0639,0.0524,0.8836
giàu mà ko biết chia chác cho tụi nó thì bầu Kiên đã là một ví dụ.,giàu mà không biết chia_chác cho tụi nó thì bầu_kiên đã là một ví_dụ,14,2,HATE,2,2,1,0.6035,0.2516,0.6035,0.1449
"Tao phải qua phản đối bọn ba que indo nha, bác tao nhìn đẹp chai đoản hậu, lộn phúc hậu thế kia mà nó quất cặp môi như hai miếng thịt trâu là làm thao",tao phải qua phản_đối bọn ba que indo_nha bác tao nhìn đẹp chai đoản hậu_lộn phúc_hậu thế kia mà nó quất cặp môi như hai miếng thịt trâu là làm thao,31,2,HATE,2,2,0,0.9828,0.9828,0.0035,0.0137
mắc mợt á :<,mắc mợt á,3,0,CLEAN,1,0,1,0.9898,0.0074,0.9898,0.0028
Nếu giết người chắc là tuyển vào quân đội làm sát thủ à,nếu giết người chắc là tuyển vào quân_đội làm sát_thủ à,11,0,CLEAN,0,0,1,0.8302,0.1375,0.8302,0.0323
Tức phọt sữa,tức phọt sữa,3,0,CLEAN,0,0,1,0.9738,0.023,0.9738,0.0032
mong cho nó trút moẹ tro vào quần !,mong cho nó trút moẹ tro vào quần,8,1,OFFENSIVE,1,1,2,0.5329,0.2035,0.2637,0.5329
Phải treo cổ chúng nó lên thì may ra .....,phải treo_cổ chúng_nó lên thì may_ra,6,1,OFFENSIVE,2,1,2,0.7941,0.146,0.0599,0.7941
troi ui con nay do lai cai,troi ui con nay do lai_cai,6,0,CLEAN,1,0,2,0.9885,0.0076,0.004,0.9885
Doi song nay chet mai.can that voi loi noi se tot hon.ji hay ngheo tu minh bt khoe lay ji c d c oi,doi song nay chet mai_can that voi loi noi se tot_hon gì hay ngheo tu_minh bình_thường khoe_lay gì c d c oi,22,0,CLEAN,0,0,1,0.8542,0.1323,0.8542,0.0135
Óc chó,óc chó,2,1,OFFENSIVE,2,1,2,0.9794,0.003,0.0176,0.9794
? :D ?,d,1,0,CLEAN,0,0,1,0.8385,0.1514,0.8385,0.01
"đục not ""đụt"" :3",đục not đụt 3,4,0,CLEAN,0,0,1,0.9915,0.0031,0.9915,0.0055
Phan VĂN Chương Hôi lông có cái hình đi đâu cũng đăng,phan_văn_chương hôi_lông có cái hình đi đâu cũng đăng,9,0,CLEAN,0,0,2,0.9789,0.0148,0.0063,0.9789
:DD,dd,1,0,CLEAN,0,0,1,0.9915,0.004,0.9915,0.0044
"thì đã nói rồi. thế giới người ta có mỏ bạc, mỏ vàng mỏ kim cương. còn việt nam có mỏ lồn là hay :3",thì đã nói rồi thế_giới người ta có mỏ bạc mỏ vàng mỏ kim_cương còn việt_nam có mỏ lồn là hay 3,22,2,HATE,2,2,1,0.9565,0.0088,0.9565,0.0347
thứ gì á mốt làm v nữa thì chắc ăn đập,thứ gì á_mốt làm_vậy nữa thì chắc_ăn đập,8,0,CLEAN,0,0,1,0.9903,0.005,0.9903,0.0046
:))) d' tje mj,d tje mj,3,0,CLEAN,0,0,1,0.7984,0.1839,0.7984,0.0176
"Đơn giản đó là người SG, chứ ko phải người Tp.HCM(Đa số bake)",đơn_giản đó là người sg chứ không phải người tp hcm đa_số bake,13,2,HATE,2,2,0,0.9916,0.9916,0.0019,0.0066
"Hết ""cực kì thuyết phục"",giờ tới mấy con bò ""sống chậm"" :)",hết cực_kì thuyết_phục giờ tới mấy con bò sống chậm,10,0,CLEAN,0,0,2,0.9887,0.0074,0.004,0.9887
Lại sống như rau dền :)))),lại sống như rau dền,5,1,OFFENSIVE,1,1,0,0.9921,0.9921,0.005,0.0029
có nghe tộc trưởng nói không.. đợi cái loz,có nghe_tộc trưởng nói không đợi cái loz,8,1,OFFENSIVE,1,1,2,0.9684,0.0062,0.0255,0.9684
Ôi pha đonate :)),ôi pha đonate,3,0,CLEAN,0,0,1,0.9365,0.0564,0.9365,0.0071
Xe hơi say cm 😂,xe_hơi say cm,3,1,OFFENSIVE,1,1,0,0.9961,0.9961,0.0021,0.0018
Mom cho ko moc dc nga Voi,mom cho không moc được nga voi,7,1,OFFENSIVE,1,1,0,0.9782,0.9782,0.006,0.0158
Anh ba láo nháo là Tú xiên giờ,anh ba láo_nháo là tú_xiên giờ,6,0,CLEAN,2,0,2,0.9905,0.0052,0.0042,0.9905
tao lại dưới loz tao lại lên .kkk,tao lại dưới loz tao lại lên không,8,1,OFFENSIVE,0,1,0,0.5131,0.5131,0.4783,0.0086
"nhìn cái mỏ giống cái L quá, cho nên mở miệng ra là L kg hà.",nhìn cái mỏ giống cái l quá cho_nên mở_miệng ra là l không hà,14,2,HATE,1,2,1,0.9863,0.003,0.9863,0.0107
"Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu",đinh nhật_uy cho ra_lò chuyện vui cuối tuần vui thật vì chỉ xin đi phụ_bếp mà đòi phải biết 29 thứ tiếng thì gắt quá chỉ có bác hù mới đủ thông_minh để đáp_ứng sự đòi_hỏi này vì nghe nói bác củng_biết 29 thứ tiếng phải công_nhận bác sáng_suốt qu,50,2,HATE,2,2,0,0.9124,0.9124,0.0037,0.0838
Nham lôn quá,nham lôn qua,3,1,OFFENSIVE,2,1,2,0.9516,0.0059,0.0424,0.9516
"Đậu mạ! Vịt nôm cái méo gì cũng có thể xảy ra. Trốn truy nã tại địa phương 26 năm, làm chánh văn phòng tại địa phương. Tất cả là nhờ sự lãnh đạo tài tình của đảng và nhà nước. Dân ta cứ yên tâm mà chết dần chết mòn đi",đậu mạ vịt nôm cái méo gì cũng có_thể xảy ra trốn truy_nã tại địa_phương 26 năm làm chánh văn_phòng tại địa_phương tất_cả là nhờ sự lãnh_đạo tài_tình của đảng và nhà_nước dân ta cứ yên_tâm mà chết dần chết mòn đi,42,2,HATE,2,2,1,0.6685,0.0348,0.6685,0.2967
Anh ơi :( đau vcl,anh ơi đau vãi,4,1,OFFENSIVE,0,1,0,0.7525,0.7525,0.2425,0.005
VN đóng hộp gửi sang nước k ngột ngạt thôi,vn đóng_hộp gửi sang nước không ngột_ngạt thôi,8,0,CLEAN,0,0,2,0.7788,0.2023,0.0189,0.7788
Úi zồi sắp đến đoạn phệt thì lại bị bắt,úi zồi sắp đến đoạn phệt thì lại bị bắt,10,0,CLEAN,0,0,1,0.9692,0.0148,0.9692,0.0161
"thế bạn biết đường chạy qua cánh đồng , chỉ qua 2 3 nhà dân , đền bù cho dân 200 triệu . ghi vào sổ sách 500 triệu không :v . chưa kể nhiều ông quan chức to kí duyệt là đều phải có lót tay , mỗi dụ án lót tay chả mấy khi dưới đơn vị "" tỷ đồng """,thế bạn biết đường chạy qua cánh đồng chỉ qua 2 3 nhà dân đền_bù cho dân 200 triệu ghi vào sổ_sách 500 triệu không vậy chưa kể nhiều ông quan_chức to kí_duyệt là đều phải có lót tay mỗi dụ_án lót tay chả_mấy khi dưới đơn_vị tỷ đồng,49,0,CLEAN,0,0,2,0.9801,0.0139,0.0059,0.9801
:D,d,1,0,CLEAN,0,0,1,0.8385,0.1514,0.8385,0.01
Diễm Quỳnh gét burn real vãi l,diễm quỳnh_gét burn real vãi l,6,1,OFFENSIVE,0,1,0,0.9881,0.9881,0.0089,0.003
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",trắng biến thành đen có biến thành không không biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ,24,2,HATE,1,2,0,0.9758,0.9758,0.0201,0.0041
Nghe như đấm vào tai,nghe như đấm vào tai,5,1,OFFENSIVE,1,1,0,0.9892,0.9892,0.0082,0.0025
Lưu Nguyễn thâm vl :))))),lưu nguyễn_thâm_vãi,2,0,CLEAN,0,0,1,0.9756,0.0199,0.9756,0.0045
"Lê Trọng Nghĩa Phục làm gì bạn? Phục xong về hít bụi mịn, ăn đồ trộn hoá chất, hộ chiếu chỉ đi được Châu Phi với Đông Nam Á như bạn hả?",lê_trọng_nghĩa_phục làm gì bạn_phục xong về hít bụi mịn ăn_đồ trộn hóa chất hộ_chiếu chỉ đi được châu_phi với đông nam_á như bạn hả,24,1,OFFENSIVE,2,1,2,0.9903,0.0062,0.0035,0.9903
Cây bút hình con cu à :>>,cây bút_hình con cu à,5,1,OFFENSIVE,2,1,0,0.994,0.994,0.0028,0.0032
Nó chuẩn bị dizz thầy thật r thầy Ba ơiiii =))),nó chuẩn_bị dizz thầy thật rồi thầy ba ơii,9,0,CLEAN,1,0,1,0.9451,0.0319,0.9451,0.023
. Chủ tịch giả vờ 😆,chủ_tịch giả_vờ,2,0,CLEAN,0,0,2,0.5047,0.4806,0.0147,0.5047
"Phải,VN vô số tham nhũng,lại vụ nữa đây,sắp đại hội gì đó",phải vn vô_số tham_nhũng lại vụ nữa đây sắp đại_hội gì đó,12,1,OFFENSIVE,0,1,2,0.8132,0.0058,0.1811,0.8132
Emma Nguyen vậy mà ca ngợi bên kia lắm... Về làm lol gì,emma nguyen vậy_mà ca_ngợi bên kia lắm về làm lol gì,11,1,OFFENSIVE,2,1,2,0.988,0.0072,0.0048,0.988
Căn bản nhà nc k làm dc như thế. Các chú bộ đội hay 1 ban ngày có đi làm vì lệnh phát ra trên đồn xuống chứ ai bão gió lũ lụt chịu đi ăn tiền dân nhận tiền thuế phải vậy kêu ca gì,căn_bản nhà nc không làm được như_thế các chú bộ_đội hay 1 ban_ngày có đi làm vì lệnh phát ra trên đồn xuống chứ ai bão_gió lũ_lụt chịu đi ăn_tiền dân nhận tiền thuế phải vậy kêu_ca gì,38,0,CLEAN,0,0,2,0.8979,0.0917,0.0104,0.8979
Đươc ! Đẻ bằng hậu môn à ?,đươc đẻ bằng hậu_môn à,5,0,CLEAN,0,0,1,0.9292,0.064,0.9292,0.0067
"Anh mày thiếu nợ giang hồ hóc môn, mày cũng thiếu nợ không dám về Việt Nam, bày đặc làm banh",anh mày thiếu nợ giang_hồ hóc_môn mày cũng thiếu nợ không dám về việt_nam bày_đặc làm banh,17,2,HATE,0,2,0,0.5408,0.5408,0.0095,0.4497
Quang Quang Tường cãi lộn cát không,quang_quang tường cãi_lộn cát không,5,1,OFFENSIVE,0,1,0,0.7897,0.7897,0.0182,0.1921
Thời trang với thời chủng nhìn mất hết cảm tình 😬😬,thời_trang với thời_chủng nhìn mất hết cảm_tình,7,1,OFFENSIVE,1,1,0,0.755,0.755,0.239,0.006
Ghê vãi,ghê vãi,2,1,OFFENSIVE,1,1,0,0.7957,0.7957,0.1998,0.0044
ghê gớm,ghê_gớm,1,0,CLEAN,0,0,1,0.9764,0.0198,0.9764,0.0038
thằng chụp ảnh làm trong này chắc cbi bị điều tra :3,thằng chụp ảnh làm trong này chắc cbi bị điều_tra 3,11,0,CLEAN,0,0,2,0.8662,0.1194,0.0144,0.8662
Hiện đối tượng vẫn đang nhởn nhơ ngoài vòng pháp luật,hiện đối_tượng vẫn đang nhởn_nhơ ngoài vòng pháp_luật,8,0,CLEAN,0,0,2,0.6256,0.3511,0.0232,0.6256
đảng cộng sản cho quan tham nhũng :3,đa ng cô ng sa_n cho quan tham_nhu ng 3,10,0,CLEAN,2,0,2,0.9899,0.0063,0.0038,0.9899
sợ nhất là quân đội làm kinh tế - công an làm chính trị,sợ nhất là quân_đội làm kinh_tế công_an làm chính_trị,9,0,CLEAN,1,0,1,0.5274,0.315,0.5274,0.1575
Anh em cc,anh_em cc,2,1,OFFENSIVE,1,1,2,0.9891,0.0062,0.0047,0.9891
Chu cờ mo là cho mò cu á. Chết đứng vs minh tuân. Kkk,chu_cờ mo là cho mò cu á chết_đứng vs_minh tuân không,11,0,CLEAN,2,0,2,0.9751,0.0205,0.0044,0.9751
"Phan Lặng Yên Tui nhớ ko nhầm thì có người nói bộ về Gạc Ma là cóp nhặt đủ các nơi lung tung về thì phải. Chưa tính đến việc ông Lương chém gió nữa (công binh hải quân ko được nổ súng TRƯỚC, chứ ko phải là KHÔNG ĐƯỢC nổ súng)",phan_lặng_yên tui nhớ không nhầm thì có người nói_bộ về gạc_ma là cóp nhặt đủ các nơi lung_tung về thì phải chưa tính đến việc ông lương_chém gió nữa công_binh hải_quân không được nổ_súng trước chứ không phải là không được nổ_súng,42,0,CLEAN,0,0,2,0.9439,0.0499,0.0062,0.9439
Việt Nam thì nó lại là lồn các cậu ạ 🤦🤦,việt_nam thì nó lại là lồn các cậu ạ,9,1,OFFENSIVE,2,1,2,0.9665,0.0108,0.0227,0.9665
Nghe 1 lần thì mình thấy không hay :)) nghe thêm vài lần ngẫm lời bài hát thì nghiện mẹ rồi 😌,nghe 1 lần thì mình thấy không hay nghe thêm vài lần ngẫm lời bài hát thì nghiện mẹ rồi,20,0,CLEAN,0,0,1,0.5106,0.4848,0.5106,0.0046
Sống chậm thôi các bácc 🤦🏼‍♀️,sống chậm thôi các bácc,5,0,CLEAN,0,0,2,0.9881,0.0081,0.0039,0.9881
Đtr v~,đtr vậy,2,0,CLEAN,0,0,1,0.9907,0.0061,0.9907,0.0032
Nhìn bản mặt Thành Long nhầm tưởng nhân hậu nhưng bản chất vô hậu,nhìn bản mặt thành long nhầm_tưởng nhân_hậu nhưng bản_chất vô_hậu,10,2,HATE,2,2,0,0.9748,0.9748,0.0027,0.0225
đcm cười 33 giây,đcm cười 33 giây,4,0,CLEAN,2,0,1,0.9881,0.0088,0.9881,0.0031
tộc chưởng cu to như lõi giấy wc,tộc chưởng cu to như lõi giấy wc,8,0,CLEAN,0,0,2,0.9064,0.0791,0.0145,0.9064
Toàn cocc làm thôi,toàn cocc làm thôi,4,0,CLEAN,1,0,1,0.9869,0.0024,0.9869,0.0106
Trần Bắc Hà cũng chết trong tù đó!,trần bắc_hà cũng chết trong tù đó,7,1,OFFENSIVE,0,1,0,0.8486,0.8486,0.0089,0.1424
"Ông Dần là 3/// nhưng là 3/// zui, khác vs 3/// lol kia",ông dần là 3 nhưng là 3 zui khác vs 3 lol kia,13,2,HATE,2,2,0,0.9196,0.9196,0.0094,0.071
"Thích cô MH, mà LKC thì nc hơi vô duyên",thích cô mh mà lkc thì nc_hơi vô_duyên,8,0,CLEAN,0,0,1,0.6103,0.376,0.6103,0.0137
Bác Đảng muôn lăm,bác đảng muôn_lăm,3,0,CLEAN,0,0,2,0.9245,0.0695,0.006,0.9245
Giang hồ mõm sena hải phòng :)),giang_hồ mõm sena hải_phòng,4,0,CLEAN,2,0,2,0.7426,0.2421,0.0152,0.7426
Thượng đẳng j mà chậm quá trend này Việt Nam làm biết bao lâu rồi 🙊,thượng_đẳng gì mà chậm quá trend này việt_nam làm biết_bao_lâu rồi,11,0,CLEAN,0,0,2,0.975,0.0195,0.0055,0.975
bút thì chả cần bỏ mẹ ra :)),bút thì chả cần bỏ mẹ ra,7,1,OFFENSIVE,0,1,0,0.8081,0.8081,0.1873,0.0045
Mình nói lớn mà ngu thì lại nói mình hỗn. Ý thức như đachlone,mình nói lớn mà ngu thì lại nói mình hỗn_ý_thức như đachlone,12,1,OFFENSIVE,2,1,2,0.6781,0.0374,0.2845,0.6781
Cứ có tiền là muốn lz cũg đc à:)),cứ có tiền là muốn lz cũg được à,9,1,OFFENSIVE,2,1,0,0.514,0.514,0.4801,0.0059
Tuần sau mình đi ăn burn real đi Thiên Khánh Cao Tuyet Nhung Dang Trâu Con Le Mynhut,tuần sau mình đi ăn burn_real đi thiên_khánh cao_tuyet nhung dang trâu con le mynhut,15,0,CLEAN,0,0,1,0.9764,0.0123,0.9764,0.0113
Có biết vì sao CNXH xếp sau cùng trong các hình thái Kinh tế của thế giới không? VÌ NƯỚC NÀO ÁP DỤNG NÓ SẼ BỊ DIỆT VONG CMNR CÒN TỒN TẠI ĐÂU MÀ ÁP DỤNG HÌNH THÁI KINH TẾ KHÁC.,có biết vì sao cnxh xếp sau_cùng trong các hình_thái_kinh_tế của thế_giới không vì nước nào áp_dụng nó sẽ bị diệt_vong cmnr còn tồn_tại đâu mà áp_dụng hình_thái_kinh_tế khác,29,2,HATE,1,2,1,0.895,0.0392,0.895,0.0658
"quay được phim rồi thì lấy xe bắt chó ra bắt đi , chờ gì nữa",quay được phim rồi thì lấy xe bắt chó ra bắt đi chờ gì nữa,15,1,OFFENSIVE,1,1,0,0.9056,0.9056,0.0831,0.0113
"Độ Mixi : 2 viên ốp rồi Bô ơi , yếu vãi lon rồi em ơi",độ mixi 2 viên ốp rồi bô ơi yếu vãi_lon rồi em ơi,13,0,CLEAN,0,0,1,0.9337,0.0535,0.9337,0.0128
QĐ ít lien quan lắm,qđ ít lien_quan lắm,4,0,CLEAN,0,0,2,0.8126,0.1152,0.0722,0.8126
"dùng tiền ém nhẹm cu ơi. từ nguyên đơn thành bị đơn thôi, 1 người ko thể chống cả tập đoàn được",dùng tiền ém_nhẹm cu ơi từ nguyên_đơn thành bị_đơn thôi 1 người không_thể chống cả tập_đoàn được,17,1,OFFENSIVE,2,1,0,0.7469,0.7469,0.1928,0.0602
Trung đái dầm,trung_đái dầm,2,0,CLEAN,2,0,2,0.9881,0.0074,0.0045,0.9881
Già mà tập quyền vậy...coi...khỏe...re...,già mà tập_quyền vậy coi khỏe re,7,0,CLEAN,0,0,2,0.7057,0.1355,0.1588,0.7057
Thắm thum thủm,thă mày thum thu mày,5,0,CLEAN,0,0,2,0.964,0.0317,0.0043,0.964
@Kỹ Năng Sinh Tồn ngáo đá hả bạn có làm j bn chưa mà chửi người ta,kỹ_năng sinh_tồn ngáo đá hả bạn có làm_gì bao_nhiêu chưa mà chửi người ta,14,2,HATE,2,2,0,0.4666,0.4666,0.4432,0.0903
M biết ASS là gì kh ?,mày biết ass là gì không,6,0,CLEAN,0,0,1,0.8754,0.1107,0.8754,0.014
Chán không thèm nói!,chán không thèm nói,4,1,OFFENSIVE,1,1,0,0.9941,0.9941,0.004,0.0019
Có kg chị một ngàn đô lận đó nhe,có không chị một ngàn đô_lận đó nhe,8,0,CLEAN,0,0,2,0.4979,0.4921,0.01,0.4979
Anh em Bắc mà bớ được thì được đập mặt xây lại là ít,anh_em bắc mà bớ được thì được đập mặt xây lại là ít,13,1,OFFENSIVE,0,1,2,0.9436,0.0452,0.0112,0.9436
Dương Quỳnh anh Trung lờ đờ,dương_quỳnh anh trung_lờ đờ,4,0,CLEAN,0,0,2,0.5461,0.3529,0.1009,0.5461
Già mất nết quá,già mất_nết quá,3,2,HATE,0,2,1,0.8929,0.0042,0.8929,0.1029
Đẹp trai . Tài năng . Tư duy đỉnh cao . Call team tốt và nhiều phẩm chất tốt khác nữa là những gì thầy đều có . Sena 1 người thầy hoàn hảo . Còn thằng ngu 3 gà thì chịu cái gì cũng k có,đẹp_trai tài_năng tư_duy đỉnh_cao call team tốt và nhiều phẩm_chất tốt khác nữa là những gì thầy đều có sena 1 người thầy hoàn_hảo còn thằng ngu 3 gà thì chịu cái gì cũng không có,36,2,HATE,0,2,0,0.9903,0.9903,0.0019,0.0078
Tội đì chây chíp ghê 😩😩😩,tội đì chây chíp ghê,5,0,CLEAN,0,0,1,0.9835,0.0123,0.9835,0.0042
Ở việt nam đó là 1 sự xúc phạm 😂,ở việt_nam đó là 1 sự xúc_phạm,7,0,CLEAN,0,0,1,0.7356,0.2532,0.7356,0.0112
Toang thật nhỉ,toang thật nhỉ,3,1,OFFENSIVE,0,1,0,0.9954,0.9954,0.0027,0.0019
Đình Quang ê đẹp trai vll ra bảo xấu đcm đây mới xàm l nàyy,đình_quang ê đẹp_trai vll ra bảo xấu đcm đây mới xàm l nàyy,13,1,OFFENSIVE,1,1,2,0.4773,0.0696,0.453,0.4773
Yêu gần còn có bầu với thằng khác huống chi là đi ngoài :)),yêu gần còn có bầu với thằng khác huống_chi là đi ngoài,12,0,CLEAN,0,0,1,0.9361,0.0599,0.9361,0.004
