text,text_cleaned,length,true_label,true_name,lr_pred,bilstm_pred,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate
Bò kiểu mẫu :v,bò kiểu_mẫu vậy,3,0,CLEAN,2,2,0,0.9929,0.9929,0.0035,0.0036
Người dân việt nam nai đeo hột xoàn  rồi bạn ơi vàng là cái gì chỉ để cho mấy người thu nhập thấp thôi bạn ơi,người_dân việt_nam nai đeo hột xoàn rồi bạn ơi vàng là cái gì chỉ để cho mấy người thu_nhập thấp thôi bạn ơi,23,0,CLEAN,2,2,0,0.9948,0.9948,0.0019,0.0032
Đang bận đớp và chăm sóc bụng bầu nha-k rảnh lo chuyện tào lao,đang bận_đớp và chăm_sóc bụng bầu_nha không rảnh lo chuyện tào_lao,11,0,CLEAN,1,1,0,0.9946,0.9946,0.0033,0.0022
cà khịa cực mạnh 🤣,cà_khịa cực mạnh,3,0,CLEAN,1,0,0,0.9957,0.9957,0.0027,0.0016
Mày nghỉ luôn cũng được. Phát ngôn tào lao fan nó unfollow hết bây giờ,mày nghỉ luôn cũng được phát_ngôn tào_lao fan nó unfollow hết bây_giờ,12,2,HATE,1,1,2,0.9829,0.011,0.0061,0.9829
Thằng to nó núp chứ bạn,thằng to nó núp chứ bạn,6,0,CLEAN,2,1,0,0.9843,0.9843,0.0039,0.0118
Bán hàng online cho dù khách hàng co chữi hay xúc phạm mình đi nưa thì minh cũng nói sao cho nghe đươc thi khách hàng thương ko chữi ma nguoi ta con quay lai mua hàng nhiều con chữi kiểu nay sớm muộn cũng bi loại trên thị trường,bán hàng online cho_dù khách_hàng co_chữi hay xúc_phạm mình đi nưa thì minh cũng nói sao cho nghe đươc thi khách_hàng thương không chữi ma nguoi ta con quay lai mua hàng nhiều con chữi kiểu nay sớm muộn cũng bi_loại trên thị_trường,43,0,CLEAN,2,1,0,0.5868,0.5868,0.3998,0.0134
Cho ăn miếng coi,cho ăn_miếng coi,3,0,CLEAN,1,0,0,0.9958,0.9958,0.0026,0.0016
"Chú Tùng ơi, chú cho thằng cu Độ nhà chú ngậm ít kẹo thôi không nó sâu răng đấy",chú tùng ơi chú cho thằng cu_độ nhà chú ngậm ít kẹo thôi không nó sâu_răng đấy,17,0,CLEAN,2,0,0,0.9943,0.9943,0.0018,0.0039
Hết bốc phét nhé,hết bốc phét nhé,4,0,CLEAN,1,0,0,0.9448,0.9448,0.0501,0.0051
"bài này hoaprox mix giở, ko có điểm nhấn, nghe như nhạc mấy bà hát đám cưới vậy. còn về jack hát 9,5 điểm r",bài này hoaprox mix giở không có điểm nhấn nghe như nhạc mấy bà hát đám_cưới vậy còn về jack hát 9 5 điểm rồi,25,0,CLEAN,2,0,0,0.9948,0.9948,0.0019,0.0033
:vv ăn đấm khong trượt phát nào anh ạ,vv ăn_đấm không trượt phát nào anh ạ,8,0,CLEAN,1,0,0,0.9957,0.9957,0.0024,0.002
"Vẫn cần có án tử hình để mang tính răn đe, đặc biệt với án hình sự. Xã hội Vn chưa văn minh đến mức xoá án tử. Nếu chỉ mức tối đa chung thân, sau vài lần giảm án thì hơn chục năm sau đã ung dung tự do ngồi hưởng số tài sản khổng lồ còn giữ lại được.",vẫn cần có án tử_hình để mang tính răn_đe đặc_biệt với án hình_sự xã_hội vn chưa văn_minh đến mức xóa án_tử nếu chỉ mức tối_đa chung_thân sau vài lần giảm án thì hơn chục năm sau đã ung_dung tự_do ngồi hưởng số tài_sản khổng_lồ còn giữ lại được,48,0,CLEAN,2,0,0,0.8391,0.8391,0.0539,0.1069
"Trung quốc hóa việt nam ah. Không đủ trình độ mà xuất khẩu lao động cho cả các thị trường khó tính như Nhật, Úc... sao.",trung_quốc hóa việt_nam à không đủ trình_độ mà xuất_khẩu lao_động cho cả các thị_trường khó_tính như nhật_úc sao,18,0,CLEAN,2,2,0,0.9759,0.9759,0.0088,0.0152
Thế cong trải thảm tiếp cẩu tập,thế cong trải thảm tiếp cẩu tập,7,0,CLEAN,2,0,0,0.9763,0.9763,0.012,0.0117
Cô ở chỗ nào cai lậy con ở cái bè sát bên cô,cô ở chỗ nào cai_lậy con ở cái bè sát bên cô,12,0,CLEAN,1,0,0,0.9962,0.9962,0.0014,0.0023
"Có gì đâu, gây náo loạn để nổi tiếng hơn, sau đó xin lỗi để mn bỏ qua, nhưng sự nổi tiếng vẫn còn. Cách thức nó thế. Cho dù mình có ghét nó thì mình đã có sự chú ý đến nó, đối với nó đó là thành công rồi",có gì đâu gây náo_loạn để nổi_tiếng hơn sau đó xin_lỗi để mọi người bỏ_qua nhưng sự nổi_tiếng vẫn còn cách_thức nó thế cho_dù mình có ghét nó thì mình đã có sự chú_ý đến nó đối_với nó đó là thành_công rồi,42,0,CLEAN,2,2,0,0.9942,0.9942,0.0027,0.0031
Thông tin chậm quá 🤣,thông_tin chậm quá,3,0,CLEAN,1,0,0,0.9965,0.9965,0.0016,0.002
"Bơm chủ nghĩa dân tộc như bơm ma túy. Càng ngày càng nhiều, ngày càng trầm trọng.",bơm chủ_nghĩa dân_tộc như bơm ma túy càng_ngày_càng nhiều ngày_càng trầm_trọng,11,2,HATE,0,1,2,0.9906,0.0054,0.004,0.9906
Giac phuong bac ma,giac phuong bac ma,4,0,CLEAN,2,1,0,0.9179,0.9179,0.0167,0.0654
"Ở đéo đâu chả có ung thư :/ đời sống đi lên tỷ lệ bệnh tật nhiều. Vn còn hơn chán bọn tây lông là hầu như đứa nào cũng dị ứng nhé. Lại cái bài ca vn trong top tỉ lệ ung thư cao, còn cao nhiêu thì số liệu đéo rõ ràng. Top các nước ung thư cao thế giới toàn eu với mỹ hết :/",ở đéo đâu chả có ung_thư đời_sống đi lên tỷ_lệ bệnh_tật nhiều vn còn hơn chán bọn tây lông là hầu_như đứa nào cũng dị_ứng nhé lại cái bài ca vn trong top tỉ_lệ ung_thư cao còn cao_nhiêu thì số_liệu đéo rõ_ràng top các nước ung_thư cao_thế_giới toàn_eu với mỹ hết,51,2,HATE,1,2,2,0.8219,0.0066,0.1714,0.8219
1 thời cua beat,1 thời cua beat,4,0,CLEAN,1,1,0,0.9964,0.9964,0.0014,0.0021
Cu vag đi cho bt,cu vag đi cho bình_thường,5,0,CLEAN,1,0,0,0.9783,0.9783,0.0094,0.0123
"đ m, thầy giáo cũng sống ảo",đ mày thầy_giáo cũng sống ảo,6,2,HATE,0,1,2,0.9463,0.0449,0.0089,0.9463
thế nên cập nhập tình hình Corona của Việt Nam thì tốt hơn. page xàm đế bỏ fl đi mọi người ơi,thế nên cập_nhập tình_hình corona của việt_nam thì tốt hơn page xàm_đế bỏ fl đi mọi người ơi,18,2,HATE,0,0,2,0.9775,0.0178,0.0046,0.9775
Chuẩn vãi nồi,chuẩn vãi nồi,3,0,CLEAN,1,1,0,0.994,0.994,0.0044,0.0016
"K cần giặt đánh, cứ để dân tự chết vì ngu thôi :v",không cần giặt đánh cứ để dân tự chết vì ngu thôi vậy,13,2,HATE,1,1,2,0.954,0.0212,0.0249,0.954
"hãy hô vang câu ""Đảng Cộng Sản Việt Nam Quang Vinh Muôn Năm"" và điều kì diệu sẽ xảy ra... :D",hãy hô vang câu đảng_cộng_sản_việt_nam quang_vinh_muôn năm và điều kì_diệu sẽ xảy ra d,14,0,CLEAN,2,0,0,0.9914,0.9914,0.0027,0.0058
Chị nói chuyện mà em cung de sợ thuốc có tác dụng tang mở bụng mà cái bụng chị ít có mở dữ 🤣🤣,chị nói_chuyện mà em cung_de sợ thuốc có tác_dụng tang mở bụng mà cái bụng chị ít có mở dữ,20,0,CLEAN,2,2,0,0.8193,0.8193,0.0075,0.1732
Hợp vl :)),hợp vãi,2,0,CLEAN,1,1,0,0.9767,0.9767,0.0201,0.0032
Hỏi b ý xem có đi tiếp xúc với chị nhung gì k đó k mà thấy bị lây óc tó thể hiện qua lời phát biểu như v,hỏi b_ý xem có đi tiếp_xúc với chị nhung gì không đó không mà thấy bị lây_óc tó thể_hiện qua lời phát_biểu như_vậy,23,2,HATE,0,0,2,0.989,0.007,0.004,0.989
Chỉnh lại ông bô. Xe với trả cộ ẩu vl,chỉnh lại ông bô xe với trả cộ ẩu vãi,10,1,OFFENSIVE,0,0,1,0.9684,0.0263,0.9684,0.0053
Con này nhin thấy ghê vậy mà ăn cái gi,con này nhin thấy ghê vậy_mà ăn cái gi,9,0,CLEAN,2,1,0,0.9214,0.9214,0.0628,0.0159
"Nghe câu ""tất zien"" mà mệt óc",nghe câu tất_zien mà mệt_óc,5,0,CLEAN,1,0,0,0.8638,0.8638,0.1325,0.0037
Chí quá thầy ơi,chí quá thầy ơi,4,0,CLEAN,2,0,0,0.9873,0.9873,0.0024,0.0104
Quy khung. Binh quan tuong. Ao giac.  Ba dien. Than kinh.,quy_khung binh_quan tuong ao giac ba dien than kinh,9,2,HATE,1,2,2,0.8295,0.1409,0.0296,0.8295
"Con luôn tin tưởng Đảng, nhà nước và nhân dân đồng lòng.",con luôn tin_tưởng đảng nhà_nước và nhân_dân đồng_lòng,8,0,CLEAN,2,2,0,0.9965,0.9965,0.0014,0.0021
Đợi nó có chồng sinh con như âu cơ luôn đi ròi tối nhắn tin tiếp :))),đợi nó có chồng sinh con như âu_cơ luôn đi rồi tối nhắn_tin tiếp,14,0,CLEAN,1,1,0,0.9957,0.9957,0.0022,0.0021
"vietnam gioi thieu bo phim * benh nhan nguoi anh * bien dao dien, corona, dien vien UK, truong quay. Vietnam...",vietnam gioi thieu bo phim benh nhan_nguoi anh bien dao dien corona dien vien uk truong quay vietnam,18,0,CLEAN,2,2,0,0.93,0.93,0.0283,0.0417
"Bệnh viện Anh như cc. Đã có triệu chứng rõ ràng, khai cả tiền sử tiếp xúc vẫn ko cho xét nghiệm mà yêu cầu cách ly tại nhà 😔 Ông bố điều mb bế về Vn chữa là hợp lý",bệnh_viện anh như cc đã có triệu_chứng rõ_ràng khai cả tiền_sử tiếp_xúc vẫn không cho xét_nghiệm mà yêu_cầu cách_ly tại nhà ông bố điều mb bế về vn chữa là hợp_lý,31,2,HATE,0,2,2,0.944,0.0503,0.0056,0.944
Cứ trải nghiệm đi🥰,cứ trải_nghiệm đi,3,0,CLEAN,1,1,0,0.9962,0.9962,0.0018,0.002
Anh Trung weeboo =))),anh trung_weeboo,2,0,CLEAN,2,0,0,0.9964,0.9964,0.0014,0.0022
qua VN phát ngôn câu đó thì đkm xác định khỏi về :),qua vn_phát_ngôn câu đó thì đkm xác_định khỏi về,9,1,OFFENSIVE,2,0,1,0.9894,0.0068,0.9894,0.0038
Mặt như buê đuê ấy nhể,mặt như buê_đuê ấy nhể,5,1,OFFENSIVE,2,2,1,0.5851,0.3988,0.5851,0.016
Lại sủa,lại sủa,2,1,OFFENSIVE,2,1,1,0.9629,0.0222,0.9629,0.0149
Bạn nói như phát tự vả vào mồm bạn vậy! Tự chơi 1 mình đi chứ thế này đ ai dám chơi cùng,bạn nói như phát tự_vả vào mồm bạn vậy tự chơi 1 mình đi chứ thế này đ ai dám chơi cùng,22,2,HATE,0,2,2,0.9381,0.047,0.0149,0.9381
Bọn dầy tớ chấp chi.,bọn dầy tớ_chấp chi,4,2,HATE,0,2,2,0.9896,0.0065,0.0039,0.9896
Cmm dụng tới cô Minh Hiếu  tao kéo ae tao đập chết mẹ mài đó,cmm_dụng tới cô minh_hiếu tao kéo ae tao đập chết mẹ mài đó,13,2,HATE,0,0,2,0.9902,0.005,0.0048,0.9902
Bọn nó là Doanh Nghiệp nhà nước đó ....,bọn nó là doanh_nghiệp nhà_nước đó,6,0,CLEAN,2,2,0,0.8488,0.8488,0.0142,0.137
Dạo này đồ rẻ các chú ạ :((,dạo này đồ rẻ các chú ạ,7,0,CLEAN,2,0,0,0.996,0.996,0.0019,0.0021
k gì vui hơn cà khịa :((,không gì vui hơn cà_khịa,5,0,CLEAN,1,0,0,0.9952,0.9952,0.0029,0.0019
"Nghe đồn bọn nó đang sợ đảo chính, hóng lắm cơ :v",nghe đồn bọn nó đang sợ đảo chính_hóng lắm cơ vậy,11,0,CLEAN,2,2,0,0.9795,0.9795,0.0061,0.0145
Ủa chị hiếu pttm công nhận giống Y gái bê ngoài luôn. Còn Khánh Chi nhìn đơ ko giống gái vẻ bề ngoài hơn ta. Thiệt,ủa chị hiếu_pttm công_nhận giống y_gái bê ngoài luôn còn khánh_chi nhìn đơ không giống gái vẻ bề_ngoài hơn ta thiệt,21,0,CLEAN,1,0,0,0.9954,0.9954,0.0024,0.0022
