text,text_cleaned,length,true_label,true_name,lr_pred,bilstm_pred,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate
Bã nc mà cười xĩu,bã nc mà cười xĩu,5,0,CLEAN,0,0,0,0.9946,0.9946,0.0028,0.0026
Đệ anh Độ toàn sống về đêm,đệ anh độ toàn sống về đêm,7,0,CLEAN,0,0,0,0.9954,0.9954,0.0015,0.0031
Kiều An đợi bài đom đóm ý bài đấy lyrics có vẻ hay,kiều an_đợi bài đom đóm_ý bài đấy lyrics có_vẻ hay,10,0,CLEAN,0,0,0,0.9965,0.9965,0.0017,0.0017
Tý nữa Việt Nam mà thắng thì....😌😌,tý nữa việt_nam mà thắng thì,6,0,CLEAN,0,0,0,0.9954,0.9954,0.0017,0.0028
Đứa nào bảo quảng cáo sói cho biết tay,đứa nào bảo quảng_cáo sói cho biết tay,8,0,CLEAN,0,0,0,0.9966,0.9966,0.0017,0.0018
Minh Hoàng nuôi cá trồng rau rồi ai live cho xem 😂😂,minh_hoàng nuôi cá trồng rau rồi ai live cho xem,10,0,CLEAN,0,0,0,0.9961,0.9961,0.0017,0.0022
Sống chậm thôi!!!,sống chậm thôi,3,0,CLEAN,0,0,0,0.9964,0.9964,0.0015,0.0021
kicm lúc này,kicm lúc này,3,0,CLEAN,0,0,0,0.9389,0.9389,0.0548,0.0064
Nhìn rất iphone nhưng lại là mixi,nhìn rất iphone nhưng lại là mixi,7,0,CLEAN,0,0,0,0.9966,0.9966,0.0014,0.002
Lạy cô Yến 🙏🏽,lạy cô yến,3,0,CLEAN,0,0,0,0.9965,0.9965,0.0014,0.0021
Thi Thi cmt này hợp lí nè má :)),thi thi_comment này hợp_lí nè má,6,0,CLEAN,0,0,0,0.9966,0.9966,0.0016,0.0018
❤❤❤❤,,0,0,CLEAN,0,0,0,0.8498,0.8498,0.1157,0.0345
yeuu thầy dấu bé baaaa,yeuu thầy dấu bé baa,5,0,CLEAN,0,0,0,0.9967,0.9967,0.0013,0.0019
Hay lắm á. Xem thử đi ạ.,hay lắm á xem thử đi ạ,7,0,CLEAN,0,0,0,0.9963,0.9963,0.0019,0.0017
Nhìn nhà tiên tri Trần Dần đáng thương hơn là đáng trách.,nhìn nhà tiên_tri trần dần đáng thương hơn là đáng trách,11,0,CLEAN,0,0,0,0.9964,0.9964,0.0014,0.0021
Lượng tao thích nghỉ🙂,lượng tao thích nghỉ,4,0,CLEAN,0,0,0,0.9964,0.9964,0.0017,0.0018
Đây là thầy ba hay baroibeo ?,đây là thầy ba hay baroibeo,6,0,CLEAN,0,0,0,0.9963,0.9963,0.0013,0.0024
Hồ Thị Trúc Phương hôg sao..khoảnh khắc huyền thoại khác sẽ ra đời 🤣🤣,hồ thị_trúc phương_hôg sao khoảnh_khắc huyền_thoại khác sẽ ra_đời,9,0,CLEAN,0,0,0,0.9965,0.9965,0.0015,0.002
Nghe lại nhớ hồi ấy sao mình yêu nhau thế mà lại chia tay anh nhỉ :)),nghe lại nhớ hồi ấy sao mình yêu nhau thế mà_lại chia_tay anh nhỉ,14,0,CLEAN,0,0,0,0.9964,0.9964,0.0018,0.0019
Ksao anh ơi :<<,ksao anh ơi,3,0,CLEAN,0,0,0,0.9965,0.9965,0.0016,0.0018
Xuan Huynh ở bình thuận cũng bị r nè c,xuan_huynh ở bình_thuận cũng bị rồi nè c,8,0,CLEAN,0,0,0,0.9965,0.9965,0.0015,0.002
Thế mặc 1 quần rồi xoè ra thoii. Dở thế trời,thế mặc 1 quần rồi xòe ra thôi dở_thế trời,10,0,CLEAN,0,0,0,0.9882,0.9882,0.0078,0.004
Co thi noi k co thi thoi ba noi oi,co thi_noi không co_thi thoi ba noi oi,8,0,CLEAN,0,0,0,0.9952,0.9952,0.0026,0.0022
Trai hay gái?,trai hay gái,3,0,CLEAN,0,0,0,0.9951,0.9951,0.0033,0.0016
"Nó học cách của thằng anh nó đó , hèn , khốn nạn",nó học cách của thằng anh nó đó hèn_khốn_nạn,9,2,HATE,2,2,2,0.9858,0.0099,0.0043,0.9858
Noel 😆,noel,1,0,CLEAN,0,0,0,0.9959,0.9959,0.0023,0.0018
vcl,vãi,1,1,OFFENSIVE,1,1,1,0.9896,0.0071,0.9896,0.0033
Trung Tùng,trung_tùng,1,0,CLEAN,0,0,0,0.9964,0.9964,0.0019,0.0017
đang bận chăm con nhá,đang bận chăm con nhá,5,0,CLEAN,0,0,0,0.9962,0.9962,0.0017,0.0021
😢,,0,0,CLEAN,0,0,0,0.8498,0.8498,0.1157,0.0345
Hôm qua em ngủ mơ thầy lập kênh mới 🙂,hôm_qua em ngủ mơ thầy lập kênh mới,8,0,CLEAN,0,0,0,0.9966,0.9966,0.0015,0.0018
Cô nói chuyện cưng quá à,cô nói_chuyện cưng quá à,5,0,CLEAN,0,0,0,0.9967,0.9967,0.0015,0.0018
Em thì thích nhất môn này của thầy mong thầy ra khoá mới để em học tập thêm ạ,em thì thích nhất môn này của thầy mong thầy ra khóa mới để em học_tập thêm ạ,18,0,CLEAN,0,0,0,0.9963,0.9963,0.0014,0.0023
BGD: “năm học này coi như bỏ”,bgd năm_học này coi như bỏ,6,0,CLEAN,0,0,0,0.9954,0.9954,0.0017,0.0029
Đi đến trường là an toàn nhất nghe mn,đi đến trường là an_toàn nhất nghe mọi người,9,0,CLEAN,0,0,0,0.996,0.996,0.0017,0.0023
giờ nhìn sang quá.,giờ nhìn sang quá,4,0,CLEAN,0,0,0,0.9963,0.9963,0.0015,0.0022
để xem r sẽ ra cái mặt gì,để xem rồi sẽ ra cái mặt gì,8,0,CLEAN,0,0,0,0.9162,0.9162,0.0486,0.0352
Giờ Linda chững chạc hơn hồi trước rồi. 😍😍😍😍😍,giờ linda chững chạc hơn hồi trước rồi,8,0,CLEAN,0,0,0,0.9955,0.9955,0.002,0.0025
@Leetrung Lê  thank ban nha!,leetrung lê thank_ban nha,4,0,CLEAN,0,0,0,0.9968,0.9968,0.0014,0.0018
iu thầy dấu bé ba :),yêu thầy dấu bé ba,5,0,CLEAN,0,0,0,0.9967,0.9967,0.0014,0.0019
Xin video vs,xin video vs,3,0,CLEAN,0,0,0,0.9965,0.9965,0.0018,0.0017
Nhìn mới ra hết hồn...  Ahhihi,nhìn mới ra hết hồn ahhihi,6,0,CLEAN,0,0,0,0.9925,0.9925,0.0042,0.0033
tự nhiên tôi thấy một hiện tượng lạ,tự_nhiên tôi thấy một hiện_tượng lạ,6,0,CLEAN,0,0,0,0.9962,0.9962,0.002,0.0018
Cre : em :3,cre em 3,3,0,CLEAN,0,0,0,0.9963,0.9963,0.0017,0.0019
8 củ chứ ít gì :),8 củ chứ ít gì,5,0,CLEAN,0,0,0,0.995,0.995,0.002,0.003
Tao cạn lời với trường hợp này :)),tao cạn lời với trường_hợp này,6,0,CLEAN,0,0,0,0.9958,0.9958,0.0023,0.0019
Như lol anh ba,như lol anh ba,4,2,HATE,2,2,2,0.9906,0.005,0.0044,0.9906
Trần Quỳnh Hoa việc nhẹ nhàng 😆,trần quỳnh_hoa việc nhẹ_nhàng,4,0,CLEAN,0,0,0,0.9965,0.9965,0.0019,0.0016
"Trả lại cho căn nhà, thái độ khác hẳn..........!!!!",trả lại cho căn nhà thái_độ khác hẳn,8,0,CLEAN,0,0,0,0.995,0.995,0.002,0.003
Chuoi  boi  làm  gì  chi  mang  toi  khau  nghiep  chư  có  iit  loi  gì,chuoi boi làm gì chi mang toi khau nghiep chư có iit_loi gì,13,0,CLEAN,0,0,0,0.9889,0.9889,0.0081,0.0029
Học đi má 100 cây vàng xài nhiều cũng hết,học đi má 100 cây vàng_xài nhiều cũng hết,9,0,CLEAN,0,0,0,0.993,0.993,0.0049,0.0021
Anh Thi rồi đi uống cfe mình ên bao quán luôn :)) Chứ làm gì có ai dám lại gần.,anh thi rồi đi uống cfe mình ên bao_quán luôn chứ làm_gì có ai dám lại gần,17,0,CLEAN,0,0,0,0.9965,0.9965,0.0016,0.002
Nhìn giống sát thủ máu lạnh,nhìn giống sát_thủ máu lạnh,5,0,CLEAN,0,0,0,0.9811,0.9811,0.0108,0.0081
russian gamers,russian gamers,2,0,CLEAN,0,0,0,0.9946,0.9946,0.0018,0.0036
Có tính giải trí cao nhờ,có tính giải_trí cao nhờ,5,0,CLEAN,0,0,0,0.9951,0.9951,0.0027,0.0023
"Lily Huynh ở Hải Châu nè chị, c đã lên lại ĐN chưa?",lily_huynh ở hải_châu_nè chị c đã lên lại đn chưa,10,0,CLEAN,0,0,0,0.9967,0.9967,0.0013,0.002
Việt Nam vô địch. ( Tối ngày 10/12/2019) cầu Bến Thủy - Vinh NA,việt_nam vô_địch tối_ngày 10 12 2019 cầu bến thủy vinh_na,10,0,CLEAN,0,0,0,0.9956,0.9956,0.0016,0.0028
mong thầy đừng làm Tạ Tấn Trung.,mong thầy đừng làm tạ tấn trung,7,0,CLEAN,0,0,0,0.9945,0.9945,0.0014,0.0041
Nguyễn Hoàng Bảo Trang,nguyễn_hoàng bảo_trang,2,0,CLEAN,0,0,0,0.995,0.995,0.0028,0.0021
Kim Thoa Lưu mốt gặp nhau thay vì bắt tay ôm nhau thì t sẽ tạo hình cánh hoa tặng m :),kim thoa lưu_mốt gặp nhau thay_vì bắt_tay ôm nhau thì tao sẽ tạo_hình cánh hoa tặng mày,17,0,CLEAN,0,0,0,0.9965,0.9965,0.0016,0.0018
Ủa t người tương lai à🙂,ủa tao người tương_lai à,5,0,CLEAN,0,0,0,0.9967,0.9967,0.0016,0.0017
cà khịa anh tôi là nhanh :v,cà_khịa anh tôi là nhanh vậy,6,0,CLEAN,0,0,0,0.9965,0.9965,0.0017,0.0018
"Dàn producer quá đỉnh rùi, Hoaprox ko còn gì bàn hơn hẳn em producer vác đàn nhấp :)), cá nhân thấy nhạc hay vui mà giọng em Jack hát bài này hơi đuối ko hiểu sao. Chúc e thành công hơn nữa nhé.",dàn producer quá đỉnh rồi hoaprox không còn gì bàn hơn hẳn em producer_vác đàn nhấp cá_nhân thấy nhạc hay vui mà giọng em jack hát bài này hơi_đuối không hiểu sao chúc em thành_công hơn_nữa nhé,37,0,CLEAN,0,0,0,0.9965,0.9965,0.0015,0.0021
thể loại này mình chưa thấy ai thành công bằng Sơn Tùng,thể_loại này mình chưa thấy ai thành_công bằng sơn_tùng,9,0,CLEAN,0,0,0,0.9953,0.9953,0.0021,0.0027
Hình ảnh quốc gia..VN thì ko cần quảng bá rồi....,hình_ảnh quốc_gia vn thì không cần quảng_bá rồi,8,0,CLEAN,0,0,0,0.9962,0.9962,0.0015,0.0023
Con nay chat kiep sau no moi thay doi tinh.no khong con thuoc chua roi.con CORONA VIRUT cang no cho no benh chet di.dong ho ba doi nha no bi benh corona virut cho no biet the nao la dau kho.,con nay chat kiep sau no_moi thay doi_tinh_no không con thuoc chua_roi con corona virut cang no cho no benh chet di_dong ho ba doi_nha no bi_benh corona virut cho no biet the nao_la dau kho,36,2,HATE,2,2,2,0.9899,0.0063,0.0039,0.9899
"Con bóng đực kia cũng là dạng đầu trâu mặt ngựa, 2 mặt, nịnh bợ.",con bóng đực kia cũng là dạng đầu trâu mặt ngựa 2 mặt nịnh_bợ,14,2,HATE,2,2,2,0.99,0.0059,0.004,0.99
l love you cj MINH HIEU,l love you cj_minh hieu,5,0,CLEAN,0,0,0,0.9966,0.9966,0.0015,0.0019
Mặt tùng kiểu ông làm gì tóc tôi thế này 🤣🤣🤣,mặt_tùng kiểu ông làm gì tóc tôi thế_này,8,0,CLEAN,0,0,0,0.9964,0.9964,0.0018,0.0018
Các bạn phản đối cái giè. Viện phí tăng gấp 3 ngân sách bội thu. Làm tốt thế mà còn kêu.,các bạn phản_đối cái giè viện_phí tăng gấp 3 ngân_sách bội_thu làm tốt thế mà_còn kêu,16,0,CLEAN,0,0,0,0.95,0.95,0.0292,0.0208
có a ơi,có anh ơi,3,0,CLEAN,0,0,0,0.9966,0.9966,0.0015,0.0019
Ăn tết đéo ngon,ăn tết đéo ngon,4,1,OFFENSIVE,1,1,1,0.9872,0.01,0.9872,0.0028
Cô minh hiếu dễ thương quá😄😂,cô minh_hiếu dễ_thương quá,4,0,CLEAN,0,0,0,0.9967,0.9967,0.0015,0.0018
Thy Thy đây này,thy thy đây này,4,0,CLEAN,0,0,0,0.9965,0.9965,0.0018,0.0017
Trần Sang ổ cc,trần sang ổ cc,4,2,HATE,2,2,2,0.9905,0.0046,0.005,0.9905
May quá cụ Dần ko sao để còn tấu hài cho con cháu,may quá cụ dần không sao để còn tấu hài cho con_cháu,12,0,CLEAN,0,0,0,0.9944,0.9944,0.0015,0.0041
QuỳnhAnh Lê :)))),quỳnhanh lê,2,0,CLEAN,0,0,0,0.9962,0.9962,0.0018,0.002
ôg Tưng nay coy bộ tăng động zữ 🤣🤣🤣,ôg tưng nay coy_bộ tăng_động zữ,6,0,CLEAN,0,0,0,0.9955,0.9955,0.0016,0.0029
Đọc xuyên câu k suy nghĩ thử xem..rất ngộ nghĩnh 😳💕,đọc xuyên câu không suy_nghĩ thử xem rất ngộ_nghĩnh,9,0,CLEAN,0,0,0,0.9964,0.9964,0.0018,0.0018
Tết vẫn ngon mặc dù k có thịt hợn,tết vẫn ngon mặc_dù không có thịt hợn,8,0,CLEAN,0,0,0,0.9962,0.9962,0.0018,0.002
Buồn ;)),buồn,1,0,CLEAN,0,0,0,0.9857,0.9857,0.0109,0.0034
Việt nam ơi cố lên,viê tao nam ơi cô lên,6,0,CLEAN,0,0,0,0.9967,0.9967,0.0015,0.0017
"ai cũng biết là tiền thuế đang được ""quản lý tốt"" nhưng hầu hết mọi người lại quan tâm cái quá khứ tuổi dậy thì của con nhỏ hoa hậu hơn =))",ai cũng biết là tiền thuế đang được quản_lý tốt nhưng hầu_hết mọi người lại quan_tâm cái quá_khứ tuổi dậy_thì của con_nhỏ hoa_hậu hơn,24,0,CLEAN,0,0,0,0.9939,0.9939,0.0027,0.0034
Hưng Quốc :))),hưng_quốc,1,0,CLEAN,0,0,0,0.9906,0.9906,0.0054,0.004
Anh chị em giúp em với hic :((,anh_chị_em giúp em với hic,5,0,CLEAN,0,0,0,0.9967,0.9967,0.0016,0.0017
Chao chi chi ngay cang dep wa,chao chi chi ngay cang dep quá,7,0,CLEAN,0,0,0,0.9946,0.9946,0.0028,0.0026
Khá chậm,khá chậm,2,0,CLEAN,0,0,0,0.9962,0.9962,0.0018,0.002
🙂,,0,0,CLEAN,0,0,0,0.8498,0.8498,0.1157,0.0345
khốn nạn,khốn_nạn,1,1,OFFENSIVE,1,1,1,0.9865,0.0078,0.9865,0.0057
Cái giá của sự trưởng thành,cái giá của sự trưởng_thành,5,0,CLEAN,0,0,0,0.9948,0.9948,0.0025,0.0027
Hời đất cơi cô đẹp quá cô ơi,hời đất cơi cô đẹp quá cô ơi,8,0,CLEAN,0,0,0,0.9955,0.9955,0.0017,0.0028
Cuốc sư phải phẻ để diễn hài thì tất nhiênnn ơoooo.,cuốc_sư phải phẻ để diễn_hài thì tất_nhiên ơoo,8,0,CLEAN,0,0,0,0.9947,0.9947,0.0018,0.0035
Đối với một số người chọn cách giữ im lặng là tốt hơn vì nói ra rồi sẽ k thể trò chuyện vui vẻ như lúc đầu nữa :)),đối_với một_số người chọn cách giữ im_lặng là tốt hơn vì nói ra rồi sẽ không_thể trò_chuyện vui_vẻ như lúc đầu nữa,22,0,CLEAN,0,0,0,0.9952,0.9952,0.0024,0.0023
Hay quá anh ưiiiii em xem trên live mà sắp thuộc :))),hay quá anh ưii em xem trên live mà sắp thuộc,11,0,CLEAN,0,0,0,0.9967,0.9967,0.0015,0.0018
Cô ba dẹp gái qua ha🤩🥰,cô ba dẹp gái qua ha,6,0,CLEAN,0,0,0,0.9966,0.9966,0.0016,0.0018
Muốn đẻ đứa như Tùng Sói vậy á 😆❤❤,muốn đẻ đứa như tùng sói vậy á,8,0,CLEAN,0,0,0,0.9937,0.9937,0.0023,0.0039
Về tết thôi bà con,về tết thôi bà_con,4,0,CLEAN,0,0,0,0.9965,0.9965,0.0015,0.002
