text,text_cleaned,length,true_label,true_name,lr_pred,bilstm_pred,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate
toàn các cô gái ngồi xổm trym quệt đất ạ..,toàn các cô gái ngồi_xổm trym quệt đất ạ,9,1,OFFENSIVE,1,0,0,0.996,0.996,0.0016,0.0024
Mới vào nghe bã chửi banh nhà lồng chợ luôn vãi thật,mới vào nghe bã chửi banh nhà_lồng chợ luôn vãi thật,11,0,CLEAN,0,1,1,0.8734,0.1174,0.8734,0.0092
Gian hồ đài loan đầu sao mà kg lên tiến,gian hồ đài_loan đầu sao mà không lên tiến,9,0,CLEAN,0,0,2,0.9888,0.0078,0.0034,0.9888
"anh Trung đập thẻ , anh Trung phá sản :)))",anh trung_đập thẻ anh trung_phá sản,6,0,CLEAN,0,0,2,0.9595,0.0358,0.0047,0.9595
9. Xác. Thứi từ trinh xương gồi,9 xác thứi từ trinh_xương gồi,6,0,CLEAN,0,0,2,0.8836,0.0639,0.0524,0.8836
giàu mà ko biết chia chác cho tụi nó thì bầu Kiên đã là một ví dụ.,giàu mà không biết chia_chác cho tụi nó thì bầu_kiên đã là một ví_dụ,14,2,HATE,2,2,1,0.6035,0.2516,0.6035,0.1449
"Tao phải qua phản đối bọn ba que indo nha, bác tao nhìn đẹp chai đoản hậu, lộn phúc hậu thế kia mà nó quất cặp môi như hai miếng thịt trâu là làm thao",tao phải qua phản_đối bọn ba que indo_nha bác tao nhìn đẹp chai đoản hậu_lộn phúc_hậu thế kia mà nó quất cặp môi như hai miếng thịt trâu là làm thao,31,2,HATE,2,2,0,0.9828,0.9828,0.0035,0.0137
Quốc sư phải khỏe để lãnh đạo 3/ chứ ko thì 3/ biết đi đâu về đâu 😭😭,quốc_sư phải khỏe để lãnh_đạo 3 chứ không thì 3 biết đi đâu về đâu,15,0,CLEAN,0,2,2,0.8481,0.1449,0.007,0.8481
Nếu giết người chắc là tuyển vào quân đội làm sát thủ à,nếu giết người chắc là tuyển vào quân_đội làm sát_thủ à,11,0,CLEAN,0,0,1,0.8302,0.1375,0.8302,0.0323
Tức phọt sữa,tức phọt sữa,3,0,CLEAN,0,0,1,0.9738,0.023,0.9738,0.0032
mong cho nó trút moẹ tro vào quần !,mong cho nó trút moẹ tro vào quần,8,1,OFFENSIVE,1,1,2,0.5329,0.2035,0.2637,0.5329
Trung lô đề :))),trung_lô đề,2,0,CLEAN,0,1,2,0.5555,0.3195,0.125,0.5555
Doi song nay chet mai.can that voi loi noi se tot hon.ji hay ngheo tu minh bt khoe lay ji c d c oi,doi song nay chet mai_can that voi loi noi se tot_hon gì hay ngheo tu_minh bình_thường khoe_lay gì c d c oi,22,0,CLEAN,0,0,1,0.8542,0.1323,0.8542,0.0135
? :D ?,d,1,0,CLEAN,0,0,1,0.8385,0.1514,0.8385,0.01
"đục not ""đụt"" :3",đục not đụt 3,4,0,CLEAN,0,0,1,0.9915,0.0031,0.9915,0.0055
Tập Cận Bình qua Mĩ cũng bị dân TQ bên đó treo băng rôn biểu tình chửi như chó =)),tâ p câ n bi_nh qua mi cu ng bi_dân tq bên đo treo băng rôn biê u_ti nh chư i như cho,23,2,HATE,2,1,0,0.8807,0.8807,0.0565,0.0627
Phan VĂN Chương Hôi lông có cái hình đi đâu cũng đăng,phan_văn_chương hôi_lông có cái hình đi đâu cũng đăng,9,0,CLEAN,0,0,2,0.9789,0.0148,0.0063,0.9789
Gan trời =)))),gan trời,2,0,CLEAN,0,1,1,0.8506,0.1396,0.8506,0.0097
:DD,dd,1,0,CLEAN,0,0,1,0.9915,0.004,0.9915,0.0044
"thì đã nói rồi. thế giới người ta có mỏ bạc, mỏ vàng mỏ kim cương. còn việt nam có mỏ lồn là hay :3",thì đã nói rồi thế_giới người ta có mỏ bạc mỏ vàng mỏ kim_cương còn việt_nam có mỏ lồn là hay 3,22,2,HATE,2,2,1,0.9565,0.0088,0.9565,0.0347
thứ gì á mốt làm v nữa thì chắc ăn đập,thứ gì á_mốt làm_vậy nữa thì chắc_ăn đập,8,0,CLEAN,0,0,1,0.9903,0.005,0.9903,0.0046
:))) d' tje mj,d tje mj,3,0,CLEAN,0,0,1,0.7984,0.1839,0.7984,0.0176
"Đơn giản đó là người SG, chứ ko phải người Tp.HCM(Đa số bake)",đơn_giản đó là người sg chứ không phải người tp hcm đa_số bake,13,2,HATE,2,2,0,0.9916,0.9916,0.0019,0.0066
"Hết ""cực kì thuyết phục"",giờ tới mấy con bò ""sống chậm"" :)",hết cực_kì thuyết_phục giờ tới mấy con bò sống chậm,10,0,CLEAN,0,0,2,0.9887,0.0074,0.004,0.9887
Lại sống như rau dền :)))),lại sống như rau dền,5,1,OFFENSIVE,1,1,0,0.9921,0.9921,0.005,0.0029
có nghe tộc trưởng nói không.. đợi cái loz,có nghe_tộc trưởng nói không đợi cái loz,8,1,OFFENSIVE,1,1,2,0.9684,0.0062,0.0255,0.9684
Ôi pha đonate :)),ôi pha đonate,3,0,CLEAN,0,0,1,0.9365,0.0564,0.9365,0.0071
Xe hơi say cm 😂,xe_hơi say cm,3,1,OFFENSIVE,1,1,0,0.9961,0.9961,0.0021,0.0018
Mom cho ko moc dc nga Voi,mom cho không moc được nga voi,7,1,OFFENSIVE,1,1,0,0.9782,0.9782,0.006,0.0158
"Công nhận Trung Quốc chưa bao giờ bành trướng thế lực như bây giờ. Dám đưa ra những yêu cầu trời ơi đất hỡi, mỗi thù trăm năm vs phương Tây và phát xít Nhật, đang trả thù từ từ nè",công_nhận trung_quốc chưa bao_giờ bành_trướng thế_lực như bây_giờ dám đưa ra những yêu_cầu trời_ơi đất hỡi mỗi thù trăm_năm vs phương_tây và phát_xít nhật đang trả_thù từ_từ nè,28,0,CLEAN,0,2,2,0.9671,0.0289,0.004,0.9671
"Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu",đinh nhật_uy cho ra_lò chuyện vui cuối tuần vui thật vì chỉ xin đi phụ_bếp mà đòi phải biết 29 thứ tiếng thì gắt quá chỉ có bác hù mới đủ thông_minh để đáp_ứng sự đòi_hỏi này vì nghe nói bác củng_biết 29 thứ tiếng phải công_nhận bác sáng_suốt qu,50,2,HATE,2,2,0,0.9124,0.9124,0.0037,0.0838
"Đậu mạ! Vịt nôm cái méo gì cũng có thể xảy ra. Trốn truy nã tại địa phương 26 năm, làm chánh văn phòng tại địa phương. Tất cả là nhờ sự lãnh đạo tài tình của đảng và nhà nước. Dân ta cứ yên tâm mà chết dần chết mòn đi",đậu mạ vịt nôm cái méo gì cũng có_thể xảy ra trốn truy_nã tại địa_phương 26 năm làm chánh văn_phòng tại địa_phương tất_cả là nhờ sự lãnh_đạo tài_tình của đảng và nhà_nước dân ta cứ yên_tâm mà chết dần chết mòn đi,42,2,HATE,2,2,1,0.6685,0.0348,0.6685,0.2967
Yêu ai thì kệ mẹ nó. Đăng làm cc gì,yêu ai thì kệ mẹ nó đăng làm cc gì,10,2,HATE,2,1,1,0.9836,0.0022,0.9836,0.0142
VN đóng hộp gửi sang nước k ngột ngạt thôi,vn đóng_hộp gửi sang nước không ngột_ngạt thôi,8,0,CLEAN,0,0,2,0.7788,0.2023,0.0189,0.7788
Người ta đi vào chỗ nổi tiếng chứ ai giam đi vào mấy chống này,người ta đi vào chỗ nổi_tiếng chứ ai giam đi vào mấy chống này,14,0,CLEAN,0,2,2,0.5988,0.2767,0.1245,0.5988
Úi zồi sắp đến đoạn phệt thì lại bị bắt,úi zồi sắp đến đoạn phệt thì lại bị bắt,10,0,CLEAN,0,0,1,0.9692,0.0148,0.9692,0.0161
"thế bạn biết đường chạy qua cánh đồng , chỉ qua 2 3 nhà dân , đền bù cho dân 200 triệu . ghi vào sổ sách 500 triệu không :v . chưa kể nhiều ông quan chức to kí duyệt là đều phải có lót tay , mỗi dụ án lót tay chả mấy khi dưới đơn vị "" tỷ đồng """,thế bạn biết đường chạy qua cánh đồng chỉ qua 2 3 nhà dân đền_bù cho dân 200 triệu ghi vào sổ_sách 500 triệu không vậy chưa kể nhiều ông quan_chức to kí_duyệt là đều phải có lót tay mỗi dụ_án lót tay chả_mấy khi dưới đơn_vị tỷ đồng,49,0,CLEAN,0,0,2,0.9801,0.0139,0.0059,0.9801
:D,d,1,0,CLEAN,0,0,1,0.8385,0.1514,0.8385,0.01
Chỗ này chắc buổi sáng và buổi chiều là cũng tắc đg như hn ấy nhỉ sao k lam cái cầu tạm cho dân đi nhỉ... quan tiền thì nhiều dân nghèo vẫn hoàn nghèo,chỗ này chắc buổi sáng và buổi chiều là cũng tắc đang như hn ấy nhỉ sao không lam cái cầu tạm cho dân đi nhỉ_quan tiền thì nhiều dân_nghèo vẫn hoàn nghèo,33,0,CLEAN,0,2,1,0.6092,0.1144,0.6092,0.2764
Mồm vén lên như cái bồn cầu,mồm vén lên như cái bồn cầu,7,2,HATE,2,1,0,0.5858,0.5858,0.3493,0.0649
Nghe như đấm vào tai,nghe như đấm vào tai,5,1,OFFENSIVE,1,1,0,0.9892,0.9892,0.0082,0.0025
Lưu Nguyễn thâm vl :))))),lưu nguyễn_thâm_vãi,2,0,CLEAN,0,0,1,0.9756,0.0199,0.9756,0.0045
Ức chế vl... Bán bó rau lời ko bao nhiêu..,ức_chế vãi bán_bó rau lời không bao_nhiêu,7,0,CLEAN,0,1,1,0.8764,0.1196,0.8764,0.004
Nguyễn Thuận =)) tư tưởng rừng rú gì v,nguyễn_thuận_tư_tưởng rừng_rú gì vậy,4,2,HATE,2,0,1,0.5892,0.3736,0.5892,0.0373
. Chủ tịch giả vờ 😆,chủ_tịch giả_vờ,2,0,CLEAN,0,0,2,0.5047,0.4806,0.0147,0.5047
Căn bản nhà nc k làm dc như thế. Các chú bộ đội hay 1 ban ngày có đi làm vì lệnh phát ra trên đồn xuống chứ ai bão gió lũ lụt chịu đi ăn tiền dân nhận tiền thuế phải vậy kêu ca gì,căn_bản nhà nc không làm được như_thế các chú bộ_đội hay 1 ban_ngày có đi làm vì lệnh phát ra trên đồn xuống chứ ai bão_gió lũ_lụt chịu đi ăn_tiền dân nhận tiền thuế phải vậy kêu_ca gì,38,0,CLEAN,0,0,2,0.8979,0.0917,0.0104,0.8979
Đươc ! Đẻ bằng hậu môn à ?,đươc đẻ bằng hậu_môn à,5,0,CLEAN,0,0,1,0.9292,0.064,0.9292,0.0067
Thời trang với thời chủng nhìn mất hết cảm tình 😬😬,thời_trang với thời_chủng nhìn mất hết cảm_tình,7,1,OFFENSIVE,1,1,0,0.755,0.755,0.239,0.006
Ghê vãi,ghê vãi,2,1,OFFENSIVE,1,1,0,0.7957,0.7957,0.1998,0.0044
ghê gớm,ghê_gớm,1,0,CLEAN,0,0,1,0.9764,0.0198,0.9764,0.0038
thằng chụp ảnh làm trong này chắc cbi bị điều tra :3,thằng chụp ảnh làm trong này chắc cbi bị điều_tra 3,11,0,CLEAN,0,0,2,0.8662,0.1194,0.0144,0.8662
Hiện đối tượng vẫn đang nhởn nhơ ngoài vòng pháp luật,hiện đối_tượng vẫn đang nhởn_nhơ ngoài vòng pháp_luật,8,0,CLEAN,0,0,2,0.6256,0.3511,0.0232,0.6256
"Cánh hoa ở hàn quốc thôi, về việt nam nó là cái l** đấy 🤣🤣🤣🤣",cánh hoa ở hàn_quốc thôi về việt_nam nó là cái l đấy,12,0,CLEAN,0,1,1,0.9912,0.0045,0.9912,0.0043
Anh em cc,anh_em cc,2,1,OFFENSIVE,1,1,2,0.9891,0.0062,0.0047,0.9891
thực sự ra chẳng có phản động đâu chỉ co người DÂN nói sự thật thì bị chính quyền chụp mũ gọi là phản động,thực_sự ra chẳng có phản_động đâu chỉ co người_dân nói sự_thật thì bị chính_quyền chụp mũ gọi_là phản_động,18,0,CLEAN,0,1,1,0.958,0.0333,0.958,0.0086
"Phan Lặng Yên Tui nhớ ko nhầm thì có người nói bộ về Gạc Ma là cóp nhặt đủ các nơi lung tung về thì phải. Chưa tính đến việc ông Lương chém gió nữa (công binh hải quân ko được nổ súng TRƯỚC, chứ ko phải là KHÔNG ĐƯỢC nổ súng)",phan_lặng_yên tui nhớ không nhầm thì có người nói_bộ về gạc_ma là cóp nhặt đủ các nơi lung_tung về thì phải chưa tính đến việc ông lương_chém gió nữa công_binh hải_quân không được nổ_súng trước chứ không phải là không được nổ_súng,42,0,CLEAN,0,0,2,0.9439,0.0499,0.0062,0.9439
Nghe 1 lần thì mình thấy không hay :)) nghe thêm vài lần ngẫm lời bài hát thì nghiện mẹ rồi 😌,nghe 1 lần thì mình thấy không hay nghe thêm vài lần ngẫm lời bài hát thì nghiện mẹ rồi,20,0,CLEAN,0,0,1,0.5106,0.4848,0.5106,0.0046
Sống chậm thôi các bácc 🤦🏼‍♀️,sống chậm thôi các bácc,5,0,CLEAN,0,0,2,0.9881,0.0081,0.0039,0.9881
Đtr v~,đtr vậy,2,0,CLEAN,0,0,1,0.9907,0.0061,0.9907,0.0032
Nhìn bản mặt Thành Long nhầm tưởng nhân hậu nhưng bản chất vô hậu,nhìn bản mặt thành long nhầm_tưởng nhân_hậu nhưng bản_chất vô_hậu,10,2,HATE,2,2,0,0.9748,0.9748,0.0027,0.0225
tộc chưởng cu to như lõi giấy wc,tộc chưởng cu to như lõi giấy wc,8,0,CLEAN,0,0,2,0.9064,0.0791,0.0145,0.9064
Đến cảnh này lại đéo nhịn cười được cmay ạ =)),đến cảnh này lại đéo nhịn cười được cmay ạ,10,0,CLEAN,0,1,1,0.9836,0.0132,0.9836,0.0032
Duy Khánh thế cứ đàn bà thì mới không biết đúng sai à ?? 😀 ??,duy_khánh thế cứ đàn_bà thì mới không biết đúng sai à,11,0,CLEAN,0,1,1,0.7737,0.2125,0.7737,0.0138
"Ông Dần là 3/// nhưng là 3/// zui, khác vs 3/// lol kia",ông dần là 3 nhưng là 3 zui khác vs 3 lol kia,13,2,HATE,2,2,0,0.9196,0.9196,0.0094,0.071
"Thích cô MH, mà LKC thì nc hơi vô duyên",thích cô mh mà lkc thì nc_hơi vô_duyên,8,0,CLEAN,0,0,1,0.6103,0.376,0.6103,0.0137
Bác Đảng muôn lăm,bác đảng muôn_lăm,3,0,CLEAN,0,0,2,0.9245,0.0695,0.006,0.9245
Bố lạy mày Nhung ơi là Nhung,bố lạy mày nhung ơi_là nhung,6,2,HATE,2,1,0,0.966,0.966,0.0035,0.0305
Thi đéo làm được bài mà nhìn mặt lão Độ đéo nhịn cười được. Ae ai như t k,thi đéo làm được bài mà nhìn mặt lão_độ đéo_nhịn cười được ae ai như tao không,17,0,CLEAN,0,1,1,0.7178,0.2686,0.7178,0.0136
Nhung ơi Nhung ra đây mà xem nè em :) xem em đã làm j cho đất nước nè :),nhung ơi nhung ra đây mà xem nè em xem em đã làm_gì cho đất_nước nè,16,2,HATE,2,1,0,0.9953,0.9953,0.0023,0.0025
No vừa thôi ma ơi . nó nở banh hang giờ...,no vừa thôi ma ơi nó nở banh hang giờ,10,2,HATE,2,0,1,0.5902,0.3611,0.5902,0.0487
"Quỳnh Hương thật, t tưởng nó viết thiếu dấu nặng, mẹ nó chứ",quỳnh_hương thật tao tưởng nó viết thiếu dấu nặng mẹ nó chứ,12,2,HATE,2,1,1,0.9643,0.0322,0.9643,0.0035
Thượng đẳng j mà chậm quá trend này Việt Nam làm biết bao lâu rồi 🙊,thượng_đẳng gì mà chậm quá trend này việt_nam làm biết_bao_lâu rồi,11,0,CLEAN,0,0,2,0.975,0.0195,0.0055,0.975
Tuần sau mình đi ăn burn real đi Thiên Khánh Cao Tuyet Nhung Dang Trâu Con Le Mynhut,tuần sau mình đi ăn burn_real đi thiên_khánh cao_tuyet nhung dang trâu con le mynhut,15,0,CLEAN,0,0,1,0.9764,0.0123,0.9764,0.0113
"quay được phim rồi thì lấy xe bắt chó ra bắt đi , chờ gì nữa",quay được phim rồi thì lấy xe bắt chó ra bắt đi chờ gì nữa,15,1,OFFENSIVE,1,1,0,0.9056,0.9056,0.0831,0.0113
Sau này cố mà thành ông này bà nọ em ạ. Ko làm đc gì là ăn chửi ngập mặt :)),sau_này cố mà thành ông này bà nọ em ạ không làm được gì là ăn_chửi ngập mặt,18,0,CLEAN,0,2,1,0.9857,0.0094,0.9857,0.0049
Chi em ma chui lon ke cho nguoi ta nghe nguoi ta cuoi hay ho gi,chi em ma chui lon ke cho nguoi ta nghe nguoi ta cuoi hay ho gi,16,0,CLEAN,0,2,2,0.9843,0.0106,0.0051,0.9843
"Độ Mixi : 2 viên ốp rồi Bô ơi , yếu vãi lon rồi em ơi",độ mixi 2 viên ốp rồi bô ơi yếu vãi_lon rồi em ơi,13,0,CLEAN,0,0,1,0.9337,0.0535,0.9337,0.0128
duanhuaditron là clgt :v,duanhuaditron là clgt vậy,4,1,OFFENSIVE,1,0,2,0.9884,0.0073,0.0044,0.9884
QĐ ít lien quan lắm,qđ ít lien_quan lắm,4,0,CLEAN,0,0,2,0.8126,0.1152,0.0722,0.8126
Nghe thấy mà chán jack vào kicm rời xa là sai lầm của cả 2,nghe thấy mà chán jack vào kicm rời xa là sai_lầm của cả 2,14,0,CLEAN,0,1,1,0.9509,0.0426,0.9509,0.0065
Trung gia cát,trung_gia cát,2,0,CLEAN,0,1,2,0.9716,0.0194,0.009,0.9716
Nguyễn Nghĩa mi lúc mô ko nứng,nguyễn_nghĩa_mi lúc mô không nứng,5,2,HATE,2,1,1,0.4753,0.1585,0.4753,0.3662
Già mà tập quyền vậy...coi...khỏe...re...,già mà tập_quyền vậy coi khỏe re,7,0,CLEAN,0,0,2,0.7057,0.1355,0.1588,0.7057
Thắm thum thủm,thă mày thum thu mày,5,0,CLEAN,0,0,2,0.964,0.0317,0.0043,0.964
@Kỹ Năng Sinh Tồn ngáo đá hả bạn có làm j bn chưa mà chửi người ta,kỹ_năng sinh_tồn ngáo đá hả bạn có làm_gì bao_nhiêu chưa mà chửi người ta,14,2,HATE,2,2,0,0.4666,0.4666,0.4432,0.0903
M biết ASS là gì kh ?,mày biết ass là gì không,6,0,CLEAN,0,0,1,0.8754,0.1107,0.8754,0.014
Chán không thèm nói!,chán không thèm nói,4,1,OFFENSIVE,1,1,0,0.9941,0.9941,0.004,0.0019
Có kg chị một ngàn đô lận đó nhe,có không chị một ngàn đô_lận đó nhe,8,0,CLEAN,0,0,2,0.4979,0.4921,0.01,0.4979
Con linh loc nay chat kiep sau no moi noi chuyen dang hoang lai.,con linh_loc nay chat kiep sau no moi noi chuyen dang hoang_lai,12,0,CLEAN,0,2,2,0.8205,0.1689,0.0106,0.8205
Dương Quỳnh anh Trung lờ đờ,dương_quỳnh anh trung_lờ đờ,4,0,CLEAN,0,0,2,0.5461,0.3529,0.1009,0.5461
về 572 gia định mà đòi đất ....kkkkkk..già mà ngu vl,về 572 gia_định mà đòi đất không già mà ngu vãi,11,2,HATE,2,1,1,0.9872,0.007,0.9872,0.0058
Giúp nguoi bi nan cap thoi . Phai co trai tim nhan ai. .ai cung co dong co lam nguoi tốt . Ung ho liên . Ngưỡng mo,giu p_nguoi bi_nan cap thoi_phai co_trai tim nhan ai_ai cung co_dong co_lam nguoi_tô tao ung_ho liên_ngươ ng_mo,17,0,CLEAN,0,2,1,0.4583,0.3974,0.4583,0.1443
Trần Ngọc Dương dm het fan cung roi nha,trần ngọc_dương dm het fan cung_roi nha,7,0,CLEAN,0,2,2,0.8635,0.1001,0.0364,0.8635
Tội đì chây chíp ghê 😩😩😩,tội đì chây chíp ghê,5,0,CLEAN,0,0,1,0.9835,0.0123,0.9835,0.0042
Ở việt nam đó là 1 sự xúc phạm 😂,ở việt_nam đó là 1 sự xúc_phạm,7,0,CLEAN,0,0,1,0.7356,0.2532,0.7356,0.0112
Bài hát phải nói là như con cac.,bài hát phải nói là như con cac,8,2,HATE,2,1,1,0.8396,0.1293,0.8396,0.0311
"Nếu như mà tôi trẻ lại khoảng 25 tuổi thì tôi chắc chắn sẽ xung phong đi NVQS, đi nghĩa vụ là tốt giúp ích cho Tổ Quốc. Chán mấy thanh niên bây giờ quá. - Độ Chẹt",nếu_như mà tôi trẻ lại khoảng 25 tuổi thì tôi chắc_chắn sẽ xung_phong đi nvqs đi nghĩa_vụ là tốt giúp_ích cho tổ_quốc chán mấy thanh_niên bây_giờ quá_độ chẹt,28,0,CLEAN,0,1,2,0.6013,0.3833,0.0154,0.6013
